序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3092,300817,双飞集团,22.16,0.45,0.1,32412.0,71689423.54,1.81,22.3,21.9,22.06,22.06,0.31,2.59,78.83,4.75,4837488998.0,2775789366.0,0.14,0.14,10.25,4.48
3093,600271,航天信息,11.05,0.45,0.05,665616.0,728998551.0,4.27,11.19,10.72,10.91,11.0,0.46,3.59,-33.55,1.52,20474375250.0,20474375250.0,0.0,0.09,32.97,-5.47
3094,300606,金太阳,31.16,0.45,0.14,385672.0,1244424022.36,10.54,34.27,31.0,31.74,31.02,2.74,32.77,154.15,6.39,4310918258.0,3666736984.0,0.45,-0.03,27.55,32.54
3095,603418,友升股份,59.7,0.45,0.27,20153.0,119965858.0,1.13,59.83,59.16,59.45,59.43,0.76,4.99,24.08,2.61,11526186107.0,2413217877.0,-0.02,-0.1,-5.46,-1.32
3096,688678,福立旺,24.81,0.45,0.11,100692.0,251205456.0,3.97,25.43,24.45,24.7,24.7,1.24,3.87,142.87,3.48,6455559445.0,6455559445.0,0.12,0.2,-16.04,2.61
3097,920946,森萱医药,11.13,0.45,0.05,28717.0,31936384.59,2.44,11.23,10.96,11.1,11.08,0.36,0.67,34.38,3.83,4751601124.0,4750140312.0,0.18,0.0,-0.71,5.5
3098,605577,龙版传媒,13.77,0.44,0.06,46406.0,64054422.0,1.97,13.95,13.68,13.7,13.71,0.59,1.04,15.6,1.54,6120000008.0,6120000008.0,0.0,-0.07,-2.96,5.36
3099,000007,全新好,11.35,0.44,0.05,68351.0,76776573.02,2.3,11.36,11.1,11.26,11.3,0.64,1.97,862.84,21.53,3932185299.0,3932185299.0,0.18,0.35,53.59,-0.79
3100,600572,康恩贝,4.52,0.44,0.02,296432.0,133952929.0,1.11,4.54,4.49,4.5,4.5,0.75,1.17,14.71,1.62,11458291037.0,11427817862.0,0.0,0.0,0.22,1.35
3101,600887,伊利股份,27.09,0.44,0.12,458355.0,1240407442.0,0.82,27.18,26.96,27.0,26.97,0.8,0.73,12.33,3.22,171354020469.0,170502556142.0,0.04,0.18,0.74,-5.28
3102,002516,旷达科技,6.87,0.44,0.03,198492.0,136073419.0,1.32,6.89,6.8,6.8,6.84,0.65,1.36,55.99,2.71,10104661745.0,10036683095.0,0.0,0.15,12.99,4.25
3103,600386,北巴传媒,4.57,0.44,0.02,91723.0,41873037.0,2.2,4.6,4.5,4.54,4.55,0.61,1.14,537.79,2.06,3685248000.0,3685248000.0,-0.22,0.0,-6.16,4.1
3104,688066,航天宏图,41.55,0.44,0.18,319138.0,1347784688.0,5.87,43.43,41.0,41.0,41.37,0.65,12.21,-22.22,25.9,10856091385.0,10856091385.0,0.02,0.07,26.72,27.61
3105,600750,江中药业,22.66,0.44,0.1,37021.0,84037713.0,1.51,22.87,22.53,22.56,22.56,0.7,0.59,15.79,3.79,14388041529.0,14246010371.0,0.0,-0.04,3.94,-2.2
3106,000926,福星股份,2.26,0.44,0.01,192169.0,43218955.02,2.22,2.27,2.22,2.24,2.25,0.56,1.22,-3.11,0.42,3600100389.0,3555452668.0,0.44,0.0,-14.72,0.44
3107,603919,金徽酒,20.6,0.44,0.09,26438.0,54484981.0,1.66,20.75,20.41,20.43,20.51,0.66,0.52,24.21,3.07,10449555938.0,10449555938.0,0.0,-0.05,2.44,0.88
3108,300194,福安药业,4.55,0.44,0.02,156382.0,70974745.86,1.32,4.56,4.5,4.51,4.53,0.4,1.61,24.42,1.22,5413191338.0,4405966183.0,-0.22,-0.22,2.48,2.71
3109,605589,圣泉集团,30.06,0.43,0.13,165577.0,499209399.0,1.9,30.5,29.93,29.97,29.93,0.82,1.96,25.12,2.48,25442438250.0,25358615940.0,0.0,0.03,6.41,6.22
3110,300918,南山智尚,18.62,0.43,0.08,178147.0,330338298.21,3.94,18.89,18.16,18.46,18.54,0.45,3.52,60.24,2.48,9424223031.0,9424223031.0,-0.11,-0.11,-7.87,0.16
3111,002310,东方新能,2.35,0.43,0.01,902180.0,212994963.47,4.27,2.4,2.3,2.33,2.34,0.48,2.15,-5118.14,9.18,14098406975.0,9867766835.0,-0.42,0.0,-10.65,4.44
3112,605018,长华集团,11.6,0.43,0.05,33943.0,39338491.0,1.39,11.65,11.49,11.49,11.55,0.78,0.72,67.12,2.01,5452763199.0,5452763199.0,-0.09,0.0,0.17,0.17
3113,300531,优博讯,18.54,0.43,0.08,65575.0,120884547.0,2.38,18.59,18.15,18.33,18.46,0.46,2.12,52.85,4.24,5952804011.0,5724387003.0,0.11,0.11,2.66,2.77
3114,688420,美腾科技,25.77,0.43,0.11,14261.0,36656920.0,2.49,25.94,25.3,25.58,25.66,1.46,3.42,266.75,1.59,2278841100.0,1075614030.0,-0.15,-0.19,0.51,7.96
3115,688283,坤恒顺维,47.2,0.43,0.2,20515.0,97427720.0,6.98,48.48,45.2,46.77,47.0,0.43,1.68,164.63,5.95,5748960000.0,5748960000.0,-0.34,-0.44,52.26,17.12
3116,920799,艾融软件,48.91,0.43,0.21,22745.0,110975881.45,1.62,49.28,48.49,48.85,48.7,0.24,1.88,147.68,25.45,10260342246.0,5903660568.0,0.0,0.1,-5.6,2.43
3117,002547,春兴精工,4.62,0.43,0.02,211082.0,97385737.0,2.17,4.65,4.55,4.6,4.6,0.53,1.91,-19.54,-34.31,5211624116.0,5104209107.0,-0.22,-0.22,-9.94,-1.07
3118,002086,东方海洋,2.34,0.43,0.01,245987.0,57431735.31,1.29,2.35,2.32,2.32,2.33,0.42,1.56,-32.62,3.46,4583934810.0,3700209327.0,0.0,0.0,-11.7,1.3
3119,603629,利通电子,30.08,0.43,0.13,155209.0,461914700.0,2.77,30.15,29.32,29.64,29.95,0.88,6.05,27.41,4.16,7892390400.0,7712872960.0,0.07,0.3,30.16,12.87
3120,600925,苏能股份,4.62,0.43,0.02,71922.0,33141720.0,0.65,4.62,4.59,4.6,4.6,0.84,0.45,126.99,2.07,31826666667.0,7419944467.0,0.0,0.22,-7.6,1.76
3121,301533,威马农机,40.3,0.42,0.17,15325.0,61566825.45,2.24,40.4,39.5,39.8,40.13,0.56,5.39,82.11,3.5,3961760010.0,1145999010.0,-0.05,-0.02,7.7,-0.52
3122,300301,ST长方,2.38,0.42,0.01,106680.0,25337978.56,2.11,2.4,2.35,2.36,2.37,0.91,1.35,-17.08,12.0,1975087670.0,1879906591.0,0.42,0.0,9.68,0.42
3123,301325,曼恩斯特,54.53,0.42,0.23,30141.0,165137629.69,3.63,55.78,53.81,54.0,54.3,0.72,5.21,-165.93,2.77,7846466750.0,3156997991.0,0.0,0.0,-2.1,7.87
3124,600961,株冶集团,18.97,0.42,0.08,278098.0,522946781.0,4.66,19.18,18.3,19.0,18.89,0.8,3.7,17.79,5.55,20352395176.0,14261881190.0,0.0,-0.11,25.8,17.83
3125,605055,迎丰股份,9.66,0.42,0.04,53002.0,51602650.0,3.22,9.93,9.62,9.71,9.62,0.53,1.2,-74.69,4.07,4250400000.0,4250400000.0,-0.1,0.0,-3.69,-0.51
3126,002815,崇达技术,14.32,0.42,0.06,333208.0,477721692.33,2.59,14.54,14.17,14.27,14.26,0.77,4.29,41.7,1.97,17438115904.0,11128673640.0,-0.14,-0.07,4.22,4.83
3127,688133,泰坦科技,26.57,0.42,0.11,70935.0,187115299.0,4.16,27.0,25.9,26.67,26.46,0.5,4.31,293.42,1.57,4369090479.0,4369090479.0,0.0,0.11,6.49,20.01
3128,920418,苏轴股份,30.83,0.42,0.13,43632.0,134117754.63,2.57,31.19,30.4,30.9,30.7,0.63,2.8,31.73,5.64,5009554368.0,4809366206.0,0.06,-0.16,3.04,2.73
3129,300583,赛托生物,14.45,0.42,0.06,27717.0,40118629.6,2.02,14.58,14.29,14.36,14.39,0.79,1.49,-29.7,1.55,2741195721.0,2689851981.0,-0.41,-0.34,-2.76,5.55
3130,603301,振德医疗,70.79,0.41,0.29,31031.0,217338347.0,2.95,71.18,69.1,70.5,70.5,1.18,1.17,69.46,3.3,18818497523.0,18818497523.0,0.03,0.27,-4.21,0.41
3131,001210,金房能源,21.84,0.41,0.09,30260.0,66276310.41,5.01,22.31,21.22,21.67,21.75,0.56,3.18,28.6,2.64,3424788844.0,2081331077.0,0.18,0.18,21.94,27.5
3132,301603,乔锋智能,79.26,0.41,0.32,22292.0,175472219.65,2.23,79.58,77.82,78.95,78.94,0.88,5.91,25.95,4.13,9571437600.0,2990677950.0,0.08,0.03,10.5,4.84
3133,600227,赤天化,2.45,0.41,0.01,203212.0,49380871.0,1.64,2.45,2.41,2.42,2.44,0.47,1.59,-20.35,1.73,4137382828.0,3130119517.0,0.41,0.0,-3.16,2.94
3134,600006,东风股份,7.37,0.41,0.03,203552.0,150038299.0,0.95,7.41,7.34,7.35,7.34,0.54,1.02,108.88,1.76,14740000000.0,14740000000.0,0.14,0.14,-4.04,2.65
3135,301088,戎美股份,17.31,0.41,0.07,34392.0,60184233.4,4.64,17.95,17.15,17.29,17.24,0.54,1.83,68.35,1.57,3944949000.0,3251683500.0,0.06,-0.12,20.88,0.93
3136,603838,*ST四通,7.34,0.41,0.03,11972.0,8708448.0,2.19,7.36,7.2,7.3,7.31,0.81,0.37,-49.02,2.51,2348917440.0,2348917440.0,0.0,0.27,-1.48,-1.87
3137,300999,金龙鱼,29.55,0.41,0.12,79324.0,234231381.66,1.05,29.68,29.37,29.43,29.43,0.58,1.46,43.71,1.67,160208029889.0,16035221716.0,-0.07,0.07,-3.08,2.82
3138,920593,鼎智科技,36.73,0.41,0.15,38635.0,142656180.22,2.93,37.44,36.37,36.78,36.58,0.77,2.39,199.43,9.81,6989880318.0,5935945474.0,0.03,0.25,3.52,0.58
3139,600366,宁波韵升,14.59,0.41,0.06,401433.0,586665258.0,2.2,14.75,14.43,14.65,14.53,0.77,3.65,43.59,2.62,16035008934.0,16035008934.0,0.0,0.0,5.8,5.8
3140,300198,ST纳川,2.53,0.4,0.01,162880.0,41025659.0,1.98,2.54,2.49,2.51,2.52,0.53,1.59,-18.06,141.05,2609817806.0,2596327773.0,0.4,0.4,13.45,-1.17
3141,600027,华电国际,4.99,0.4,0.02,724974.0,362033224.0,1.21,5.02,4.96,4.97,4.97,0.93,0.85,6.75,1.19,57942753178.0,42466534390.0,-0.2,-0.2,-4.59,0.6
3142,688459,哈铁科技,9.98,0.4,0.04,31940.0,31816552.0,1.01,10.0,9.9,9.94,9.94,1.06,1.82,63.58,1.41,4790400000.0,1752337981.0,-0.1,0.0,-2.25,3.42
3143,002038,双鹭药业,7.61,0.4,0.03,164427.0,124504480.56,1.58,7.62,7.5,7.55,7.58,0.58,1.93,41.56,1.37,7818133500.0,6483061499.0,0.13,0.26,-0.13,3.26
3144,003025,思进智能,15.04,0.4,0.06,46782.0,70383382.23,1.47,15.2,14.98,15.0,14.98,0.88,2.07,27.61,3.44,4270661512.0,3405295557.0,0.07,0.07,10.67,4.66
3145,600132,重庆啤酒,52.11,0.4,0.21,18636.0,97066301.0,0.83,52.23,51.8,51.89,51.9,0.72,0.39,15.24,18.36,25219739128.0,25219739128.0,-0.02,0.0,-0.31,-0.25
3146,603928,兴业股份,17.46,0.4,0.07,69228.0,120477421.0,2.01,17.6,17.25,17.41,17.39,0.66,2.64,46.34,2.95,4575916800.0,4575916800.0,0.06,0.06,17.58,8.79
3147,000333,美的集团,77.62,0.4,0.31,336374.0,2609235772.07,1.41,78.14,77.05,77.37,77.31,0.61,0.49,11.68,2.67,589818661950.0,531508158380.0,-0.15,-0.12,4.33,-0.68
3148,600480,凌云股份,12.51,0.4,0.05,184256.0,230405559.0,1.28,12.57,12.41,12.52,12.46,0.83,1.53,19.5,1.96,15290778182.0,15064066432.0,0.08,0.0,-1.11,1.79
3149,300697,电工合金,17.66,0.4,0.07,117963.0,207461887.68,3.52,17.83,17.21,17.51,17.59,0.56,5.85,44.97,6.23,7640422400.0,3558335722.0,0.0,0.06,3.34,5.24
3150,300592,华凯易佰,12.64,0.4,0.05,148749.0,185407558.2,3.49,12.68,12.24,12.51,12.59,0.42,4.26,77.59,2.21,5111128968.0,4409893431.0,-0.08,0.08,22.72,16.39
3151,000155,川能动力,12.67,0.4,0.05,339293.0,430057091.96,2.77,12.84,12.49,12.59,12.62,0.6,1.84,50.49,2.27,23390952893.0,23390952893.0,0.16,0.16,15.92,8.76
3152,600011,华能国际,7.49,0.4,0.03,705251.0,526706186.0,1.74,7.53,7.4,7.42,7.46,0.9,0.64,5.94,1.76,117578719259.0,82372847293.0,0.0,0.13,-3.23,0.4
3153,603901,永创智能,15.61,0.39,0.06,119915.0,185856611.0,1.86,15.65,15.36,15.58,15.55,0.75,2.46,45.96,3.05,7766284203.0,7611800618.0,0.0,0.0,34.34,9.93
3154,688399,硕世生物,78.0,0.39,0.3,36836.0,283819737.0,5.64,78.6,74.22,77.3,77.7,1.17,4.39,1556.8,2.2,6541994238.0,6541994238.0,-0.17,-0.2,3.48,13.87
3155,002590,万安科技,15.46,0.39,0.06,99761.0,153806627.14,2.01,15.59,15.28,15.41,15.4,0.56,2.02,40.66,2.67,8024551294.0,7652033133.0,0.13,0.32,8.26,3.07
3156,300165,ST天瑞,5.09,0.39,0.02,61548.0,31199079.0,2.17,5.12,5.01,5.06,5.07,0.64,1.46,-1553.21,1.97,2522154680.0,2140521516.0,0.0,0.0,12.11,5.82
3157,603395,红四方,31.03,0.39,0.12,26965.0,83260690.0,1.46,31.06,30.61,30.89,30.91,0.57,4.15,131.99,5.77,8067800000.0,2016950000.0,0.0,0.06,-9.4,6.16
3158,920808,曙光数创,79.7,0.39,0.31,26361.0,210351099.65,4.56,81.65,78.03,79.21,79.39,0.61,1.35,-171.23,24.5,15940000080.0,15507402666.0,0.0,0.01,-9.28,12.24
3159,600256,广汇能源,5.09,0.39,0.02,553453.0,280524630.0,0.79,5.09,5.05,5.07,5.07,0.62,0.87,24.11,1.37,32535295087.0,32535295087.0,0.2,0.0,-4.86,3.46
3160,300632,光莆股份,15.4,0.39,0.06,96381.0,147836232.45,2.02,15.44,15.13,15.3,15.34,0.67,4.36,79.73,2.63,4699796948.0,3406642593.0,0.06,0.2,16.58,11.92
3161,001390,古麒绒材,25.7,0.39,0.1,53531.0,137156141.0,2.54,26.0,25.35,25.98,25.6,1.03,10.71,27.81,3.24,5140000000.0,1285000000.0,0.0,0.04,-8.48,5.07
3162,920378,泰德股份,10.39,0.39,0.04,9744.0,10112621.87,2.42,10.45,10.2,10.45,10.35,0.33,0.87,72.93,4.23,1615915140.0,1157261723.0,-0.1,-0.19,-7.15,4.32
3163,300373,扬杰科技,71.5,0.39,0.28,156922.0,1130608455.44,2.91,73.37,71.3,72.0,71.22,1.08,2.89,29.93,4.2,38849366771.0,38763571990.0,-0.01,-0.01,-3.72,5.15
3164,300063,天龙集团,12.92,0.39,0.05,1234044.0,1625622751.82,5.05,13.45,12.8,12.85,12.87,0.46,19.7,66.27,5.63,9800170778.0,8095083404.0,-0.54,-0.84,55.29,50.76
3165,600741,华域汽车,20.39,0.39,0.08,135989.0,276570933.0,1.18,20.45,20.21,20.25,20.31,0.98,0.43,10.29,0.99,64284042034.0,64284042034.0,-0.05,0.0,3.77,1.95
3166,002364,中恒电气,31.55,0.38,0.12,356575.0,1125710134.11,5.7,32.3,30.51,30.78,31.43,0.49,6.39,183.75,7.35,17780474488.0,17608173628.0,0.0,0.0,21.39,19.33
3167,600833,第一医药,13.33,0.38,0.05,53772.0,70864588.0,3.61,13.33,12.85,13.14,13.28,1.05,2.41,41.87,2.56,2973741006.0,2973741006.0,0.08,0.15,-4.85,3.09
3168,603257,中国瑞林,60.22,0.38,0.23,11363.0,68448533.0,1.28,60.62,59.85,60.38,59.99,0.62,4.56,61.37,2.96,7226400000.0,1499478000.0,0.03,0.0,-12.69,1.55
3169,002301,齐心集团,7.95,0.38,0.03,217036.0,170456269.17,2.53,7.95,7.75,7.9,7.92,0.48,3.02,30.63,1.83,5734398067.0,5708022273.0,0.0,0.38,24.22,3.52
3170,600252,中恒集团,2.62,0.38,0.01,401572.0,104501540.0,1.92,2.62,2.57,2.6,2.61,0.49,1.26,253.93,1.44,8342507243.0,8342507243.0,0.0,0.38,-8.39,-4.38
3171,603680,今创集团,15.72,0.38,0.06,72413.0,113772083.0,2.87,15.95,15.5,15.66,15.66,0.63,0.92,18.75,2.2,12320059017.0,12320059017.0,0.0,-0.06,31.22,2.01
3172,600267,海正药业,10.54,0.38,0.04,155781.0,163844725.0,3.52,10.67,10.3,10.33,10.5,0.9,1.3,20.56,1.48,12635859986.0,12628911491.0,-0.09,0.0,0.48,6.57
3173,300619,金银河,44.77,0.38,0.17,76913.0,343604455.22,3.14,45.3,43.9,44.43,44.6,0.66,5.29,494.39,4.94,7789964689.0,6512425384.0,0.0,-0.02,24.85,1.98
3174,920527,夜光明,18.5,0.38,0.07,3880.0,7179138.53,1.03,18.59,18.4,18.52,18.43,0.28,1.07,97.41,2.89,1110789950.0,671434135.0,-0.05,0.11,-3.8,2.15
3175,601990,南京证券,8.03,0.38,0.03,145352.0,116510667.0,1.0,8.05,7.97,7.99,8.0,0.46,0.39,29.02,1.55,35329011194.0,29601479103.0,0.12,0.25,-4.74,1.39
3176,301280,珠城科技,60.55,0.38,0.23,39604.0,240725456.35,4.77,62.2,59.32,60.0,60.32,0.87,9.87,38.56,4.44,8282037477.0,2429728602.0,0.1,0.13,20.55,13.69
3177,000829,天音控股,10.62,0.38,0.04,256563.0,270715782.17,2.08,10.64,10.42,10.53,10.58,0.43,2.51,-142.79,3.73,10886566652.0,10876257085.0,0.09,0.09,1.82,-2.66
3178,000903,ST云动,2.65,0.38,0.01,173447.0,45716223.8,1.14,2.65,2.62,2.63,2.64,0.54,0.9,-12.34,3.86,5127337687.0,5088693367.0,0.38,0.38,-11.67,0.76
3179,301507,民生健康,16.23,0.37,0.06,64671.0,104584553.04,1.42,16.26,16.03,16.14,16.17,0.49,5.87,37.93,3.57,5786876776.0,1788332705.0,0.06,0.0,12.71,5.66
3180,300434,金石亚药,10.92,0.37,0.04,76055.0,82680294.2,1.47,10.92,10.76,10.84,10.88,0.42,2.22,34.0,1.74,4387043082.0,3735962259.0,0.09,0.09,-5.62,6.23
3181,000837,秦川机床,13.4,0.37,0.05,196336.0,263075100.82,1.65,13.48,13.26,13.34,13.35,0.7,1.95,216.19,2.82,13710154216.0,13499204716.0,0.0,0.0,3.47,4.04
3182,002550,千红制药,8.16,0.37,0.03,112452.0,91710583.0,1.48,8.21,8.09,8.13,8.13,0.5,1.19,20.44,3.8,10443168000.0,7680519869.0,-0.12,0.0,-8.0,3.82
3183,603789,*ST星农,5.42,0.37,0.02,28090.0,15203012.0,1.3,5.45,5.38,5.38,5.4,0.73,1.08,-16.76,8.48,1465846588.0,1409200000.0,0.0,0.18,-6.87,1.88
3184,002892,科力尔,13.48,0.37,0.05,135700.0,183272811.15,1.56,13.59,13.38,13.43,13.43,0.78,2.81,166.03,7.71,10033013833.0,6513118295.0,-0.07,-0.07,-1.61,0.45
3185,300920,润阳科技,43.75,0.37,0.16,13181.0,57754636.78,2.39,44.4,43.36,43.59,43.59,0.64,2.38,115.23,3.69,4375000000.0,2422932356.0,0.21,0.0,8.21,-5.04
3186,688439,振华风光,65.55,0.37,0.24,46292.0,303845778.0,2.6,66.55,64.85,65.35,65.31,0.61,2.31,107.93,2.63,13110000000.0,13110000000.0,-0.02,-0.08,19.51,1.47
3187,920895,花溪科技,21.75,0.37,0.08,4421.0,9607299.75,1.48,21.87,21.55,21.74,21.67,0.37,1.54,13259.74,6.19,1229397000.0,625027575.0,0.0,-0.05,-8.61,6.3
3188,601995,中金公司,35.03,0.37,0.13,177892.0,621745385.0,0.57,35.05,34.85,34.86,34.9,0.53,0.61,19.31,1.74,169098808086.0,102411691673.0,0.03,0.11,-7.28,0.09
3189,603390,通达电气,13.55,0.37,0.05,79819.0,107615019.0,1.78,13.57,13.33,13.52,13.5,0.85,2.28,65.11,2.95,4764884383.0,4749464063.0,0.0,0.07,7.71,3.67
3190,601089,福元医药,27.48,0.37,0.1,45112.0,123570425.0,2.15,27.64,27.05,27.3,27.38,0.59,0.94,26.36,3.58,13190400000.0,13190400000.0,0.26,0.11,23.56,14.5
3191,601238,广汽集团,8.29,0.36,0.03,259414.0,214755484.0,0.97,8.33,8.25,8.29,8.26,0.51,0.35,-14.7,0.77,84533676311.0,61210853063.0,0.0,0.0,5.74,1.59
3192,688330,宏力达,41.52,0.36,0.15,41369.0,172792902.0,3.53,42.43,40.97,41.45,41.37,0.86,2.95,30.1,1.5,5812800000.0,5812800000.0,-0.05,-0.17,14.54,14.92
3193,920670,数字人,19.37,0.36,0.07,57484.0,113117989.95,4.92,20.19,19.24,19.5,19.3,0.33,8.63,1173.74,8.47,2056753088.0,1290979915.0,0.0,0.16,36.41,15.02
3194,000028,国药一致,24.92,0.36,0.09,21452.0,53518900.0,1.21,25.08,24.78,24.83,24.83,0.53,0.45,10.87,0.75,13869601719.0,11913098503.0,0.0,0.0,-3.0,1.47
3195,000669,ST金鸿,2.79,0.36,0.01,77816.0,21790554.18,2.88,2.84,2.76,2.78,2.78,0.84,1.14,-30.8,-171.01,1898340544.0,1898340544.0,0.0,0.36,-12.54,-5.42
3196,000402,金 融 街,2.77,0.36,0.01,147343.0,40764874.0,2.17,2.79,2.73,2.75,2.76,0.56,0.49,-4.6,0.35,8279335842.0,8278608066.0,0.36,0.0,-12.89,0.73
3197,300375,鹏翎股份,5.52,0.36,0.02,309312.0,170240946.22,1.64,5.54,5.45,5.48,5.5,0.73,6.07,67.32,1.83,4193758275.0,2812645482.0,0.0,0.0,10.18,4.94
3198,603511,爱慕股份,16.51,0.36,0.06,22684.0,37234248.0,1.7,16.55,16.27,16.42,16.45,0.49,0.56,49.45,1.53,6670875604.0,6635159521.0,0.06,0.06,3.97,6.58
3199,002992,宝明科技,47.62,0.36,0.17,19460.0,92115823.76,2.09,47.92,46.93,47.01,47.45,0.8,1.23,-1285.67,11.75,8612964399.0,7525841085.0,-0.04,0.08,-9.9,0.02
3200,300238,冠昊生物,16.6,0.36,0.06,66142.0,109764638.0,2.54,16.85,16.43,16.5,16.54,0.34,2.49,123.55,7.69,4401584637.0,4401225761.0,0.12,0.36,6.55,19.86
3201,920247,华密新材,27.91,0.36,0.1,40194.0,113691690.05,5.03,28.98,27.58,28.0,27.81,0.9,3.52,131.99,9.53,4397057673.0,3188303399.0,0.32,0.18,0.04,2.46
3202,601860,紫金银行,2.76,0.36,0.01,285598.0,78721383.0,1.09,2.77,2.74,2.75,2.75,0.67,0.8,6.29,0.5,10104371644.0,9802382612.0,0.36,0.36,-7.38,0.0
3203,920806,云星宇,14.37,0.35,0.05,33495.0,47973497.89,2.86,14.55,14.14,14.32,14.32,0.35,1.11,131.29,2.89,4321585905.0,4321585905.0,0.0,0.07,2.13,4.28
3204,002106,莱宝高科,11.36,0.35,0.04,108878.0,123463012.2,1.33,11.4,11.25,11.34,11.32,0.78,1.55,25.9,1.44,8018071578.0,7998586315.0,0.09,0.18,-2.32,3.65
3205,600990,四创电子,28.98,0.35,0.1,103587.0,300008052.0,2.7,29.28,28.5,28.6,28.88,0.39,3.85,-65.32,4.36,7855755297.0,7795987930.0,0.1,0.1,7.21,-8.44
3206,600272,开开实业,14.24,0.35,0.05,44217.0,62696658.0,2.04,14.27,13.98,14.1,14.19,0.35,2.76,218.0,4.82,3740163697.0,2278400000.0,0.0,0.07,5.56,4.48
3207,603659,璞泰来,28.27,0.35,0.1,295431.0,835077200.0,2.8,28.57,27.78,28.2,28.17,0.68,1.38,26.65,3.06,60396001879.0,60396001879.0,0.0,0.11,6.32,3.4
3208,920717,瑞星股份,11.4,0.35,0.04,15379.0,17454200.94,1.85,11.42,11.21,11.35,11.36,0.53,3.47,263.47,2.32,1307352000.0,504792000.0,0.0,0.09,-9.6,2.7
3209,600735,ST新华锦,5.71,0.35,0.02,262840.0,148816393.0,7.03,5.92,5.52,5.64,5.69,0.89,6.18,111.69,2.01,2448323630.0,2429329932.0,0.0,0.88,3.82,20.21
3210,301331,恩威医药,29.06,0.35,0.1,12497.0,36108152.74,1.97,29.22,28.65,28.83,28.96,0.67,1.22,61.3,2.76,2990038236.0,2984340442.0,0.24,0.41,-5.09,11.38
3211,688189,南新制药,8.7,0.35,0.03,47261.0,41098299.0,1.61,8.75,8.61,8.66,8.67,0.5,1.72,-26.09,2.76,2387280000.0,2387280000.0,0.0,0.12,2.84,9.16
3212,600805,悦达投资,5.79,0.35,0.02,188646.0,108497350.0,1.73,5.79,5.69,5.74,5.77,0.93,2.22,48.91,1.14,4926679120.0,4923094381.0,0.0,0.17,9.66,6.63
3213,603082,北自科技,37.68,0.35,0.13,10860.0,40937910.0,1.3,37.89,37.4,37.4,37.55,0.64,2.68,38.99,3.83,6112733820.0,1528183992.0,-0.05,-0.03,-1.95,2.11
3214,002599,盛通股份,8.75,0.34,0.03,172147.0,150485232.0,2.52,8.82,8.6,8.7,8.72,0.37,4.33,403.01,3.76,4660948136.0,3482558940.0,0.0,0.0,7.63,2.46
3215,688700,东威科技,38.81,0.34,0.13,74538.0,288738109.0,2.74,39.35,38.29,38.63,38.68,0.87,2.5,101.75,6.45,11580956782.0,11580956782.0,-0.08,0.08,3.6,10.01
3216,002514,宝馨科技,5.9,0.34,0.02,127571.0,75083032.82,1.53,5.92,5.83,5.88,5.88,0.51,2.3,-58.51,34.49,4248202158.0,3268802158.0,0.0,0.0,-13.49,0.34
3217,600938,中国海油,29.43,0.34,0.1,319392.0,941193785.0,1.77,29.68,29.16,29.28,29.33,0.56,1.07,10.29,1.78,1398806545749.0,87995700000.0,0.0,0.0,7.06,-2.49
3218,603381,永臻股份,20.57,0.34,0.07,35982.0,73870156.0,1.07,20.62,20.4,20.41,20.5,1.1,2.53,1670.9,1.36,4880362626.0,2923772201.0,0.0,-0.05,-8.54,3.58
3219,600318,新力金融,8.95,0.34,0.03,99094.0,88772559.0,1.68,9.03,8.88,8.88,8.92,0.46,1.93,86.32,4.2,4588912306.0,4588912306.0,0.0,0.0,-5.89,-0.33
3220,600816,建元信托,2.93,0.34,0.01,529878.0,154342811.0,2.05,2.94,2.88,2.92,2.92,0.36,0.97,419.52,2.08,28844233384.0,16024574103.0,0.0,0.0,-3.62,3.53
3221,300241,瑞丰光电,5.98,0.34,0.02,192204.0,114596234.86,1.17,6.0,5.93,5.95,5.96,0.75,3.28,61.33,1.87,4187577805.0,3506551605.0,0.17,0.34,4.18,6.98
3222,001391,国货航,5.96,0.34,0.02,179469.0,106699778.57,1.01,5.97,5.91,5.93,5.94,0.55,1.18,29.72,2.79,72764932101.0,9055349959.0,-0.17,0.0,-9.83,0.68
3223,002594,比亚迪,96.19,0.34,0.33,334927.0,3227653861.74,1.6,97.3,95.77,96.81,95.86,0.79,0.96,28.19,3.99,876983233777.0,335437790954.0,0.0,0.02,-7.23,-1.57
3224,603382,海阳科技,32.19,0.34,0.11,14819.0,47518237.0,1.37,32.24,31.8,32.08,32.08,0.61,4.09,47.01,3.37,5834481536.0,1166897801.0,0.06,-0.03,-5.38,-0.16
3225,002369,卓翼科技,8.88,0.34,0.03,157658.0,139534195.82,2.15,8.92,8.73,8.84,8.85,0.45,2.78,-24.19,16.24,5034571766.0,5027992814.0,0.0,0.11,-0.22,2.9
3226,000650,仁和药业,6.11,0.33,0.02,219172.0,133604807.61,1.81,6.13,6.02,6.06,6.09,0.37,1.65,16.92,1.35,8553622610.0,8134767446.0,0.0,-0.16,-2.86,8.14
