序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
43,603926,铁流股份,20.19,10.03,1.84,110124.0,220950150.0,9.75,20.19,18.4,18.6,18.35,1.5,4.77,46.53,2.74,4738928376.0,4660631556.0,0.0,0.0,19.47,18.28
44,600550,保变电气,15.69,10.03,1.43,3624185.0,5520916203.0,15.08,15.69,13.54,13.86,14.26,1.35,19.68,148.49,36.91,28893581851.0,28893581851.0,0.0,0.0,90.18,48.72
45,603239,浙江仙通,24.59,10.02,2.24,90047.0,216458187.0,9.98,24.59,22.36,22.36,22.35,0.95,3.33,32.92,5.31,6657004800.0,6657004800.0,0.0,0.0,32.49,19.89
46,002112,三变科技,21.97,10.02,2.0,1274416.0,2592348466.16,20.03,21.97,17.97,17.97,19.97,1.43,48.63,120.7,7.42,6462064266.0,5757887714.0,0.0,1.34,69.0,65.69
47,600372,中航机载,15.81,10.02,1.44,1743667.0,2658823673.0,10.44,15.81,14.31,14.35,14.37,0.87,3.6,57.98,2.0,76502955720.0,76502955720.0,0.0,0.0,30.99,17.81
48,600800,渤海化学,4.5,10.02,0.41,956466.0,413014968.0,11.74,4.5,4.02,4.1,4.09,1.0,8.62,-6.47,4.2,4995203472.0,4993785972.0,0.0,0.0,9.76,30.06
49,601965,中国汽研,18.89,10.02,1.72,244335.0,459387030.0,3.73,18.89,18.25,18.51,17.17,2.6,2.45,17.87,2.42,18947706815.0,18859884183.0,0.0,0.0,10.99,13.8
50,002628,成都路桥,4.5,10.02,0.41,585759.0,253646805.2,11.25,4.5,4.04,4.05,4.09,4.15,7.77,-90.09,1.19,3406951868.0,3392031609.0,0.0,0.0,-11.24,9.49
51,000400,许继电气,32.4,10.02,2.95,1246673.0,3976257575.52,7.95,32.4,30.06,30.06,29.45,1.72,12.32,27.46,2.79,33003360868.0,32779120792.0,0.0,0.03,29.91,26.02
52,001376,百通能源,19.76,10.02,1.8,250719.0,478176000.46,11.8,19.76,17.64,17.96,17.96,1.09,11.73,51.6,7.79,9107384000.0,4223755585.0,0.0,0.0,51.07,17.34
53,000534,万泽股份,25.14,10.02,2.29,266130.0,646054685.48,9.98,25.14,22.86,22.91,22.85,1.23,5.32,56.54,8.16,12810049692.0,12569256258.0,0.0,0.0,56.15,14.27
54,001278,一彬科技,21.65,10.01,1.97,50413.0,105596851.05,10.87,21.65,19.51,19.64,19.68,1.85,9.98,-53.28,2.13,2678828110.0,1094071947.0,0.0,0.0,14.92,11.94
55,600114,东睦股份,34.95,10.01,3.18,366061.0,1232089455.0,10.73,34.95,31.54,31.88,31.77,1.87,5.94,39.85,6.81,22066852521.0,21542602521.0,0.0,0.0,19.98,14.4
56,600893,航发动力,44.63,10.01,4.06,813379.0,3501686808.0,11.14,44.63,40.11,40.28,40.57,1.57,3.05,826.44,2.99,118965470842.0,118944517950.0,0.0,0.0,14.08,11.49
57,002258,利尔化学,16.38,10.01,1.49,400691.0,635076368.19,9.74,16.38,14.93,14.98,14.89,1.16,5.01,25.79,1.68,13111161795.0,13090082651.0,0.0,0.0,35.04,25.52
58,600230,沧州大化,16.5,10.0,1.5,251078.0,399914096.0,10.33,16.5,14.95,15.03,15.0,1.67,6.07,107.57,1.7,6830356748.0,6830356748.0,0.0,0.0,33.06,8.13
59,601126,四方股份,39.16,10.0,3.56,501746.0,1916411010.0,9.97,39.16,35.61,35.61,35.6,1.14,6.08,34.76,6.9,32627465860.0,32310344264.0,0.0,0.0,52.85,30.19
60,605376,博迁新材,69.3,10.0,6.3,83791.0,577428392.0,6.52,69.3,65.19,65.19,63.0,1.37,3.2,89.7,11.01,18128880000.0,18128880000.0,0.0,0.0,27.95,5.96
61,603286,日盈电子,77.34,10.0,7.03,27484.0,211876700.0,2.1,77.34,75.86,75.86,70.31,0.36,2.38,-372.36,10.79,9079401304.0,8926183030.0,0.0,0.0,92.63,11.83
62,603186,华正新材,63.81,10.0,5.8,164696.0,1025402815.0,11.55,63.81,57.11,58.11,58.01,1.3,11.6,108.56,6.18,9062604913.0,9062604913.0,0.0,0.0,38.03,28.65
63,600378,昊华科技,38.18,10.0,3.47,141944.0,522178343.0,10.34,38.18,34.59,34.6,34.71,1.31,1.32,29.99,2.74,49252185492.0,40950545559.0,0.0,0.0,32.62,19.46
64,000987,越秀资本,10.34,10.0,0.94,738021.0,753616733.78,4.26,10.34,9.94,10.0,9.4,0.28,1.47,12.93,1.64,51877149657.0,51849156299.0,0.0,0.0,25.03,27.03
65,605318,法狮龙,66.47,10.0,6.04,73111.0,476637828.0,9.88,66.47,60.5,60.7,60.43,2.99,5.81,-4350.38,12.93,8357208491.0,8357208491.0,0.0,0.05,3.07,1.99
66,002163,海南发展,18.59,10.0,1.69,1081404.0,1934730959.33,8.88,18.59,17.09,17.21,16.9,0.95,13.46,-32.29,22.3,15707766748.0,14937973586.0,0.0,0.0,71.34,-22.02
67,600593,大连圣亚,48.53,10.0,4.41,195091.0,912408553.0,13.6,48.53,42.53,43.51,44.12,1.67,15.15,71.97,26.19,6330495850.0,6250664000.0,0.0,0.0,-0.16,17.17
68,002931,锋龙股份,67.97,10.0,6.18,32099.0,218175543.6,0.0,67.97,67.97,67.97,61.79,3.43,1.59,517.64,15.63,14851843032.0,13679202298.0,0.0,0.0,291.31,114.42
69,603061,金海通,244.06,10.0,22.19,44716.0,1047823103.0,8.64,244.06,224.9,228.88,221.87,1.37,10.69,87.87,9.51,14643600000.0,10208135076.0,0.0,0.0,84.61,73.83
70,605488,福莱新材,43.02,10.0,3.91,206930.0,863406643.0,7.03,43.02,40.27,40.91,39.11,1.35,7.49,139.96,7.85,12055047063.0,11881814127.0,0.0,0.0,39.22,25.24
71,603667,五洲新春,89.2,10.0,8.11,611951.0,5270506252.0,7.81,89.2,82.87,83.7,81.09,0.97,16.71,248.76,10.95,32665287084.0,32665287084.0,0.0,0.0,119.7,27.46
72,002028,思源电气,204.49,10.0,18.59,237388.0,4660842704.45,8.05,204.49,189.53,189.98,185.9,1.84,3.89,50.5,10.3,159724442186.0,124630313970.0,0.03,0.72,72.73,32.28
73,600312,平高电气,22.76,10.0,2.07,1122122.0,2533739755.0,8.02,22.76,21.1,21.1,20.69,1.89,8.27,23.58,2.71,30883528993.0,30883528993.0,0.0,0.0,37.69,31.18
74,600302,标准股份,13.31,10.0,1.21,335529.0,420008394.0,12.98,13.31,11.74,12.04,12.1,1.56,9.7,-75.11,7.76,4605390491.0,4605390491.0,0.0,0.0,79.62,26.88
75,000738,航发控制,23.54,10.0,2.14,584597.0,1321579175.38,10.89,23.54,21.21,21.25,21.4,0.98,4.44,57.91,2.47,30959431384.0,30959431384.0,0.0,0.0,23.83,10.46
76,002558,巨人网络,49.94,10.0,4.54,503694.0,2490802583.54,6.67,49.94,46.91,46.91,45.4,1.11,2.6,51.15,6.37,96621445513.0,96621445513.0,0.0,0.0,25.32,15.36
77,001331,胜通能源,54.78,10.0,4.98,144054.0,770764734.31,6.63,54.78,51.48,51.5,49.8,0.73,8.58,261.2,10.21,15461107200.0,9196229696.0,0.0,0.0,310.34,18.29
78,603861,白云电器,16.06,10.0,1.46,567557.0,883588378.0,13.15,16.06,14.14,14.14,14.6,1.54,10.74,43.82,2.18,8680878957.0,8489098837.0,0.0,0.0,36.45,31.96
79,600391,航发科技,42.02,10.0,3.82,262704.0,1064821517.0,11.75,42.02,37.53,37.7,38.2,0.85,7.96,354.85,7.9,13872036001.0,13872036001.0,0.0,0.0,55.11,13.26
80,002638,勤上股份,3.19,10.0,0.29,756607.0,234344369.9,10.69,3.19,2.88,2.9,2.9,1.96,5.59,-19.25,2.22,4582735973.0,4315056406.0,0.0,0.0,13.12,3.24
81,002270,华明装备,32.49,9.99,2.95,160886.0,515684368.99,9.68,32.49,29.63,30.0,29.54,0.73,1.8,37.59,9.72,29118364253.0,29117742070.0,0.0,0.0,35.83,29.75
82,000506,招金黄金,15.97,9.99,1.45,663150.0,1029714315.07,7.78,15.97,14.84,14.85,14.52,1.55,7.14,135.43,23.17,14836413643.0,14829492245.0,0.0,0.0,28.07,22.28
83,002995,天地在线,20.26,9.99,1.84,86627.0,170981713.3,9.07,20.26,18.59,18.8,18.42,0.71,7.71,-60.79,4.05,3595227765.0,2277572634.0,0.0,0.0,15.57,22.64
84,600671,天目药业,20.25,9.99,1.84,67561.0,135103621.0,9.94,20.25,18.42,18.44,18.41,2.37,5.55,130.17,37.03,2466022421.0,2464840793.0,0.0,0.0,6.92,16.98
85,600382,广东明珠,8.48,9.99,0.77,546702.0,454016302.0,10.38,8.48,7.68,7.73,7.71,2.43,7.87,18.9,2.17,5888580595.0,5888580595.0,0.0,0.0,22.37,22.19
86,002636,金安国纪,20.37,9.99,1.85,306284.0,615559842.47,7.61,20.37,18.96,18.96,18.52,0.8,4.23,64.31,4.26,14829360000.0,14754305044.0,0.0,0.0,50.44,21.9
87,600089,特变电工,30.5,9.99,2.77,7430417.0,21877901955.0,12.01,30.5,27.17,27.18,27.73,1.19,14.71,21.08,2.24,154110173416.0,154110173416.0,0.0,0.0,62.06,37.26
88,001337,四川黄金,37.65,9.99,3.42,383232.0,1405518665.32,9.93,37.65,34.25,34.29,34.23,1.48,13.29,32.13,9.13,15813000000.0,10860368400.0,0.0,0.0,38.98,35.14
89,002985,北摩高科,36.98,9.99,3.36,191804.0,682107411.93,10.8,36.98,33.35,33.35,33.62,1.02,10.92,72.16,4.69,12271946128.0,6496305925.0,0.0,0.0,24.3,16.55
90,603199,九华旅游,43.25,9.99,3.93,89004.0,378526777.0,10.86,43.25,38.98,39.11,39.32,3.08,8.04,19.87,2.96,4786910000.0,4786910000.0,0.0,0.0,20.74,17.66
91,603097,江苏华辰,33.79,9.99,3.07,115389.0,375773604.0,11.36,33.79,30.3,30.3,30.72,1.3,7.21,57.97,5.14,5580525986.0,5406507486.0,0.0,0.0,42.09,18.98
92,600785,新华百货,20.7,9.99,1.88,297141.0,600249286.0,10.68,20.7,18.69,18.72,18.82,1.23,13.17,32.58,2.03,4670567496.0,4670567496.0,0.0,0.0,53.11,52.77
93,002718,友邦吊顶,61.08,9.99,5.55,49700.0,297001493.91,9.38,61.08,55.87,55.95,55.53,0.84,9.12,523.87,8.61,7906673395.0,3329219761.0,0.0,0.0,134.92,69.95
94,301291,明阳电气,50.35,9.98,4.57,254754.0,1265337726.21,14.5,52.34,45.7,45.79,45.78,2.21,15.76,25.22,3.2,15719270000.0,8138420684.0,0.0,-0.04,-0.36,21.0
95,002201,九鼎新材,12.67,9.98,1.15,661949.0,818820042.77,11.11,12.67,11.39,11.48,11.52,0.58,11.0,81.98,7.13,8256231173.0,7627636731.0,0.0,0.0,55.08,11.04
96,600774,汉商集团,10.58,9.98,0.96,176849.0,178441421.0,11.02,10.58,9.52,9.57,9.62,3.48,6.0,251.04,1.87,3121442813.0,3119429746.0,0.0,0.0,6.33,15.75
97,603115,海星股份,24.24,9.98,2.2,126024.0,290442873.0,11.98,24.24,21.6,21.88,22.04,1.96,5.21,29.89,2.84,5863423296.0,5863423296.0,0.0,0.0,31.88,29.56
98,600268,国电南自,13.46,9.97,1.22,1242747.0,1635665585.0,12.01,13.46,11.99,12.0,12.24,1.67,12.29,48.69,3.98,13673620672.0,13605790281.0,0.0,0.0,11.79,28.44
99,002539,云图控股,13.24,9.97,1.2,561019.0,713483662.36,10.88,13.24,11.93,12.0,12.04,2.24,6.37,17.77,1.73,15990262609.0,11667117194.0,0.0,0.0,30.7,12.01
100,601700,风范股份,6.73,9.97,0.61,1769949.0,1167181706.0,13.73,6.73,5.89,5.89,6.12,2.51,15.5,269.41,3.01,7687320291.0,7687320291.0,0.0,0.0,41.09,18.9
101,002969,嘉美包装,17.2,9.97,1.56,432809.0,736452227.55,4.22,17.2,16.54,16.54,15.64,0.49,4.33,331.11,6.38,17288280548.0,17182814482.0,0.0,0.0,359.89,35.86
102,002187,广百股份,9.06,9.95,0.82,679662.0,597002239.83,9.71,9.06,8.26,8.27,8.24,0.76,9.7,-153.64,1.57,6350105375.0,6350105375.0,0.0,0.0,35.02,19.68
103,601096,宏盛华源,5.31,9.94,0.48,1913884.0,993733855.0,10.97,5.31,4.78,4.83,4.83,3.34,11.65,37.65,3.1,14205073517.0,8724205433.0,0.0,0.0,21.51,27.95
104,002591,恒大高新,7.74,9.94,0.7,181550.0,136952480.62,11.08,7.74,6.96,7.04,7.04,0.72,8.12,-756.76,3.53,2323544006.0,1729986456.0,0.0,0.0,20.0,-4.68
105,002585,双星新材,7.74,9.94,0.7,819446.0,618577106.63,10.51,7.74,7.0,7.0,7.04,1.38,9.24,-29.73,1.02,8833837017.0,6861988239.0,0.0,0.0,35.08,15.01
106,600163,中闽能源,6.09,9.93,0.55,687945.0,407612222.0,9.93,6.09,5.54,5.55,5.54,2.04,3.62,26.5,1.67,11589246511.0,11589246511.0,0.0,0.0,14.91,12.36
107,000720,新能泰山,4.0,9.89,0.36,1866483.0,713260517.66,12.36,4.0,3.55,3.6,3.64,5.62,14.85,-950.07,2.13,5026126284.0,5026126284.0,0.0,0.0,14.29,22.32
108,920062,科润智控,12.79,9.88,1.15,276393.0,341272278.49,15.72,12.99,11.16,11.23,11.64,1.22,20.72,89.87,3.21,2413553283.0,1705943054.0,0.0,1.19,15.23,33.09
109,600337,美克家居,3.12,9.86,0.28,1276168.0,381124641.0,10.56,3.12,2.82,2.84,2.84,0.72,8.88,-15.29,1.78,4483434187.0,4483434187.0,0.0,0.0,33.91,6.85
110,002021,中捷资源,3.01,9.85,0.27,776821.0,226318198.9,10.22,3.01,2.73,2.74,2.74,1.67,6.5,2212.84,5.78,3598386742.0,3598268052.0,0.0,0.0,2.38,21.86
111,002219,新里程,2.57,9.83,0.23,3119189.0,777911792.68,9.83,2.57,2.34,2.38,2.34,1.06,9.53,-169.73,4.42,8705571105.0,8409152360.0,0.0,0.0,8.44,20.66
112,300521,爱司凯,34.32,9.82,3.07,131374.0,438281403.19,10.62,34.39,31.07,31.12,31.25,1.59,8.77,-194.21,9.66,5138733600.0,5138733600.0,0.0,0.15,21.66,20.42
113,688113,联测科技,46.88,9.76,4.17,54658.0,253251996.0,16.97,49.48,42.23,42.39,42.71,4.3,8.49,29.98,3.06,3018957566.0,3018957566.0,0.02,0.39,21.55,18.59
114,300189,神农种业,7.29,9.62,0.64,2497292.0,1759442238.03,13.83,7.44,6.52,6.57,6.65,1.39,28.18,990.03,10.23,7464960000.0,6460690139.0,0.0,0.28,61.28,-2.02
115,688106,金宏气体,25.52,9.57,2.23,427914.0,1067825071.0,17.13,27.0,23.01,23.35,23.29,2.1,8.88,79.55,4.16,12300072359.0,12300072359.0,0.08,0.0,28.24,30.27
116,001233,海安集团,84.06,9.48,7.28,99073.0,808197819.31,10.0,84.46,76.78,76.78,76.78,1.64,28.0,25.37,3.42,15632918456.0,2974540435.0,0.01,0.11,82.74,45.79
117,603759,海天股份,12.79,9.32,1.09,423453.0,519317099.0,9.66,12.85,11.72,11.96,11.7,2.0,9.17,42.61,2.07,5905910400.0,5905910400.0,0.0,0.24,38.87,21.35
118,920792,东和新材,13.77,9.29,1.17,80486.0,108655050.79,10.71,13.86,12.51,12.66,12.6,3.75,8.02,34.03,2.24,2279485800.0,1381941199.0,0.0,0.07,5.28,14.37
119,688319,欧林生物,27.03,9.21,2.28,155525.0,422507841.0,7.68,27.9,26.0,26.0,24.75,1.65,3.84,173.23,11.43,10966311567.0,10958213379.0,0.07,0.04,18.71,6.59
120,605080,浙江自然,27.11,9.14,2.27,128236.0,342169697.0,9.94,27.32,24.85,24.85,24.84,5.47,9.14,15.77,1.74,3837172172.0,3804921032.0,0.07,0.48,7.28,17.87
121,301678,新恒汇,86.78,9.1,7.24,162972.0,1389607814.79,10.47,89.85,81.52,84.06,79.54,2.57,34.02,130.11,10.89,20788623426.0,4157724737.0,0.21,0.06,13.57,35.13
122,688334,西高院,27.33,9.06,2.27,331678.0,879914771.0,18.91,28.73,23.99,24.05,25.06,3.15,21.14,32.86,3.03,8652116806.0,4288205396.0,0.04,0.37,34.17,41.17
123,600316,洪都航空,42.59,8.93,3.49,455755.0,1919397942.0,9.97,43.01,39.11,39.11,39.1,1.27,6.36,1929.07,5.69,30541907066.0,30541907066.0,-0.35,-0.86,25.75,22.0
124,002350,北京科锐,9.92,8.89,0.81,612774.0,593032023.1,10.54,9.99,9.03,9.09,9.11,1.97,11.55,139.19,3.26,5379927002.0,5263070592.0,-0.1,-0.4,30.53,21.87
125,603283,赛腾股份,53.5,8.89,4.37,642632.0,3424902770.0,6.19,54.04,51.0,51.0,49.13,3.5,23.7,27.14,4.39,14507810766.0,14507810766.0,0.02,0.26,21.76,23.5
126,301567,贝隆精密,55.11,8.87,4.49,76564.0,417069071.7,17.9,58.86,49.8,50.33,50.62,1.67,36.05,168.75,5.31,3967920000.0,1170528134.0,-1.54,-0.11,32.25,17.26
127,600340,华夏幸福,1.72,8.86,0.14,6946757.0,1089801380.0,20.25,1.74,1.42,1.42,1.58,6.12,17.84,-0.51,-1.42,6731598988.0,6696570707.0,0.0,0.0,-19.63,-21.46
128,301667,纳百川,80.88,8.83,6.56,99627.0,785892587.25,11.25,81.8,73.44,74.0,74.32,1.71,44.29,116.21,7.26,9031837248.0,1819351844.0,0.07,0.22,257.4,0.79
129,688248,南网科技,59.22,8.76,4.77,97806.0,567306171.0,11.52,59.97,53.7,53.94,54.45,1.17,1.73,87.48,10.7,33441534000.0,33441534000.0,0.27,0.39,7.95,32.36
130,603165,荣晟环保,14.8,8.74,1.19,147822.0,214703708.0,10.51,14.93,13.5,13.51,13.61,3.05,5.6,17.14,1.93,3906135362.0,3906135362.0,0.14,-0.07,10.94,17.0
131,688702,盛科通信-U,144.67,8.74,11.63,69903.0,1013348156.0,11.82,151.6,135.88,135.88,133.04,1.55,3.44,4748.1,24.97,59314700000.0,29366821247.0,-0.26,0.05,24.51,2.1
132,601216,君正集团,5.76,8.68,0.46,4229614.0,2373057627.0,10.94,5.83,5.25,5.3,5.3,1.5,5.01,13.03,1.69,48602980166.0,48602980166.0,-0.17,-0.17,11.41,19.5
133,300684,中石科技,54.55,8.62,4.33,318008.0,1723231013.64,11.29,56.56,50.89,51.21,50.22,2.04,15.57,48.68,7.8,16338228115.0,11144730396.0,0.09,0.06,28.23,10.83
134,002067,景兴纸业,5.86,8.52,0.46,2636548.0,1523683150.28,10.19,5.94,5.39,5.4,5.4,2.78,19.71,158.63,1.3,8642643579.0,7838358579.0,0.0,-0.17,-11.88,3.72
135,600955,维远股份,18.72,8.52,1.47,334521.0,616037101.0,12.87,18.98,16.76,16.8,17.25,3.34,6.08,-43.05,1.22,10296000000.0,10296000000.0,-0.05,-0.05,30.18,15.56
136,002851,麦格米特,106.5,8.5,8.34,338219.0,3536558235.46,9.85,107.98,98.31,98.5,98.16,1.36,7.39,206.65,9.35,58583227232.0,48762873947.0,0.07,0.07,50.0,18.24
