,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
518,12,002540.SZ,亚太科技,2014-02-21,有色金属,工业金属,铝,7.37,19.92,22.66,1.7,4.02,92.21,-15.96,-15.46,6.2,4.12
519,13,002501.SZ,利源股份,2021-01-04,有色金属,工业金属,铝,1.91,,,25.72,,67.81,24.16,23.04,-17.15,-46.66
520,14,002824.SZ,和胜股份,2017-01-19,有色金属,工业金属,铝,24.11,93.24,59.95,3.31,0.63,75.03,80.38,45.72,19.05,17.09
521,15,600768.SH,宁波富邦,2014-02-21,有色金属,工业金属,铝,18.12,1550.83,109.74,6.26,0.28,24.23,298.79,194.15,8.45,14.22
522,16,600361.SH,创新新材,2023-07-06,有色金属,工业金属,铝,4.43,16.47,17.91,1.49,1.82,166.39,-10.28,-38.69,-1.38,1.05
523,17,000807.SZ,云铝股份,2014-02-21,有色金属,工业金属,铝,31.49,24.75,21.89,3.5,1.59,1092.06,15.14,9.88,12.47,17.98
524,18,300337.SZ,银邦股份,2014-02-21,有色金属,工业金属,铝,15.09,214.99,1020.94,7.18,0.07,124.03,-41.6,-45.4,18.81,14.21
525,19,605208.SH,永茂泰,2021-03-15,有色金属,工业金属,铝,12.99,114.26,82.84,1.97,0.3,42.86,39.58,-44.27,54.66,51.66
526,20,002578.SZ,闽发铝业,2014-02-21,有色金属,工业金属,铝,4.31,194.74,,2.66,,40.45,-128.51,-81.13,-20.37,-24.89
527,21,002532.SZ,天山铝业,2021-12-13,有色金属,工业金属,铝,17.57,18.25,17.26,2.91,2.26,813.27,8.31,0.51,7.34,11.19
528,22,000612.SZ,焦作万方,2014-02-21,有色金属,工业金属,铝,13.05,26.43,16.1,2.22,1.0,155.58,71.58,49.06,4.03,5.34
529,23,603115.SH,海星股份,2019-08-16,有色金属,工业金属,铝,23.18,34.85,27.49,2.72,2.56,56.07,41.41,30.5,21.45,21.49
530,24,600219.SH,南山铝业,2014-02-21,有色金属,工业金属,铝,6.6,15.69,14.83,1.56,5.91,757.92,8.09,19.95,8.66,10.25
531,25,601702.SH,华峰铝业,2020-09-14,有色金属,工业金属,铝,23.96,19.64,19.2,3.9,1.25,239.25,3.24,2.15,18.63,20.87
532,26,000933.SZ,神火股份,2016-07-01,有色金属,工业金属,铝,31.53,16.47,16.65,2.96,1.58,709.11,-1.38,-16.62,9.5,12.12
533,27,003038.SZ,鑫铂股份,2021-02-24,有色金属,工业金属,铝,17.36,25.13,108.61,1.41,,42.31,-95.12,-75.74,-0.09,-4.11
534,28,603876.SH,鼎胜新材,2018-04-25,有色金属,工业金属,铝,16.15,49.84,39.16,2.05,0.62,150.08,36.61,2.33,11.29,15.94
535,29,002996.SZ,顺博合金,2020-09-04,有色金属,工业金属,铝,7.91,81.43,36.33,1.65,0.62,52.95,49.12,110.56,13.88,11.75
536,30,600595.SH,中孚实业,2021-10-12,有色金属,工业金属,铝,8.61,49.04,29.65,2.07,,345.08,63.25,59.55,-0.6,-3.82
537,31,002379.SZ,宏桥控股,2014-02-21,有色金属,工业金属,铝,29.4,,,5.87,,3831.15,-231.93,-539.64,-20.82,-13.82
538,1,600362.SH,江西铜业,2014-02-21,有色金属,工业金属,铜,55.86,27.78,24.17,2.41,1.96,1934.28,20.85,15.42,0.98,-4.94
539,2,600490.SH,鹏欣资源,2014-02-21,有色金属,工业金属,铜,8.53,,74.22,2.97,,188.76,299.98,396.4,26.83,100.21
540,3,601609.SH,金田股份,2020-04-29,有色金属,工业金属,铜,11.1,41.53,25.16,1.93,0.83,191.88,104.37,203.86,-0.09,2.46
541,4,603993.SH,洛阳钼业,2024-11-19,有色金属,工业金属,铜,22.17,35.05,24.28,6.11,1.15,4743.12,72.61,60.07,-5.99,-7.83
542,5,601168.SH,西部矿业,2021-12-13,有色金属,工业金属,铜,31.83,25.87,24.12,4.29,3.14,758.51,7.8,15.35,31.9,26.59
543,6,000630.SZ,铜陵有色,2014-02-21,有色金属,工业金属,铜,7.19,34.33,52.14,2.72,2.02,964.14,-35.14,-33.94,14.66,6.39
544,7,601212.SH,白银有色,2023-07-06,有色金属,工业金属,铜,10.22,936.69,427.84,4.91,0.04,756.77,30.9,-1859.82,5.21,-15.28
545,8,603527.SH,众源新材,2017-09-14,有色金属,工业金属,铜,10.55,26.27,24.64,1.62,1.52,33.44,9.19,46.18,16.29,18.65
546,9,002171.SZ,楚江新材,2014-02-21,有色金属,工业金属,铜,12.61,89.04,35.98,2.36,,204.65,2089.49,48.83,13.29,16.05
547,10,300697.SZ,电工合金,2017-09-14,有色金属,工业金属,铜,17.46,57.8,45.49,6.16,0.79,75.54,38.45,23.31,25.11,16.31
548,11,002203.SZ,海亮股份,2014-02-21,有色金属,工业金属,铜,13.23,43.11,40.48,1.83,1.87,303.2,5.21,15.03,-4.52,1.17
549,12,000878.SZ,云南铜业,2014-02-21,有色金属,工业金属,铜,23.0,41.1,40.17,2.95,0.93,519.75,1.91,24.32,6.73,4.27
550,13,601899.SH,紫金矿业,2021-12-13,有色金属,工业金属,铜,37.45,31.07,21.86,5.93,1.33,9957.86,55.45,54.41,10.33,11.5
551,14,002295.SZ,精艺股份,2014-02-21,有色金属,工业金属,铜,11.62,105.11,239.17,2.15,0.31,29.12,-52.43,-42.95,32.77,38.8
552,15,603979.SH,金诚信,2023-10-18,有色金属,工业金属,铜,71.37,28.11,19.84,4.27,0.63,445.2,60.37,81.29,42.5,47.82
553,16,000737.SZ,北方铜业,2022-08-01,有色金属,工业金属,铜,16.5,51.28,41.6,4.72,0.67,314.28,26.07,5.85,9.56,2.81
554,1,000688.SZ,国城矿业,2014-02-21,有色金属,工业金属,铅锌,26.09,,108.17,7.56,,309.18,765.89,1111.34,24.6,39.74
555,2,600961.SH,株冶集团,2014-02-21,有色金属,工业金属,铅锌,19.93,27.19,20.12,5.84,,213.82,47.51,57.83,11.54,14.89
556,3,000426.SZ,兴业银锡,2014-02-21,有色金属,工业金属,铅锌,50.02,58.06,55.72,9.7,0.14,888.17,4.94,-9.93,24.36,12.5
557,4,600338.SH,西藏珠峰,2014-02-21,有色金属,工业金属,铅锌,17.44,69.44,35.67,3.66,0.32,159.44,99.13,135.08,46.08,53.53
558,5,603132.SH,金徽股份,2022-03-01,有色金属,工业金属,铅锌,16.08,32.97,33.25,4.99,2.61,157.26,0.36,19.62,7.01,10.5
559,6,000751.SZ,锌业股份,2014-08-07,有色金属,工业金属,铅锌,5.55,421.29,130.99,2.49,,89.67,1110.26,99.07,19.19,23.92
560,7,000060.SZ,中金岭南,2014-02-21,有色金属,工业金属,铅锌,6.87,28.2,27.16,1.61,1.07,305.11,5.18,3.12,11.79,1.54
561,8,600497.SH,驰宏锌锗,2014-02-21,有色金属,工业金属,铅锌,8.69,33.88,38.33,2.64,1.85,438.01,-10.18,3.27,17.24,7.67
562,9,600531.SH,豫光金铅,2014-02-21,有色金属,工业金属,铅锌,16.54,24.78,22.89,3.08,1.23,200.01,11.99,15.12,20.12,18.93
563,10,601020.SH,华钰矿业,2022-08-01,有色金属,工业金属,铅锌,30.74,99.5,27.95,5.89,0.13,252.06,423.89,66.79,57.6,35.47
564,11,000603.SZ,盛达资源,2014-02-21,有色金属,工业金属,铅锌,48.33,85.5,64.94,10.13,0.21,333.46,61.97,-15.03,18.29,6.34
565,12,000758.SZ,中色股份,2014-02-21,有色金属,工业金属,铅锌,7.35,36.36,26.77,2.45,0.63,146.3,42.84,40.0,-0.21,6.9
566,13,002114.SZ,罗平锌电,2014-02-21,有色金属,工业金属,铅锌,9.34,,,3.57,,30.21,-36.75,-3964.0,-1.71,-25.97
567,1,001337.SZ,四川黄金,2023-03-10,有色金属,贵金属,黄金,46.05,77.93,46.02,11.17,0.54,193.41,87.36,48.41,49.43,11.92
568,2,600988.SH,赤峰黄金,2014-02-21,有色金属,贵金属,黄金,36.83,39.67,25.76,5.59,0.43,699.92,86.21,55.79,38.91,25.64
569,3,000506.SZ,招金黄金,2022-08-01,有色金属,贵金属,黄金,19.7,,408.37,28.58,,183.02,191.2,181.36,119.51,98.27
570,4,002237.SZ,恒邦股份,2014-02-21,有色金属,贵金属,黄金,17.3,46.09,39.03,1.9,0.65,247.38,20.89,3.53,31.44,5.08
571,5,000975.SZ,山金国际,2019-07-08,有色金属,贵金属,黄金,30.46,38.92,29.11,5.86,1.2,845.79,42.39,48.43,24.23,42.14
572,6,601069.SH,西部黄金,2015-01-29,有色金属,贵金属,黄金,35.5,111.69,70.76,7.1,0.14,323.4,168.04,131.94,106.2,69.01
573,7,002155.SZ,湖南黄金,2014-02-21,有色金属,贵金属,黄金,32.71,60.38,42.3,6.7,0.54,511.14,54.28,49.66,96.26,87.89
574,8,600489.SH,中金黄金,2014-02-21,有色金属,贵金属,黄金,29.92,42.83,32.8,4.97,1.3,1450.32,39.18,54.64,17.23,22.9
575,9,600547.SH,山东黄金,2014-02-21,有色金属,贵金属,黄金,45.82,71.56,43.63,7.13,0.7,2112.27,91.51,102.98,25.04,24.01
576,10,300139.SZ,晓程科技,2022-08-01,有色金属,贵金属,黄金,58.8,346.07,194.8,14.54,,161.11,88.94,114.2,59.66,65.78
577,1,002978.SZ,安宁股份,2021-12-13,有色金属,小金属,其他小金属,35.89,19.89,21.12,1.98,1.39,169.4,-7.28,0.58,18.19,30.94
578,2,002149.SZ,西部材料,2019-07-08,有色金属,小金属,其他小金属,55.41,171.46,303.32,9.44,0.54,270.52,-49.76,-36.03,2.82,-0.35
579,3,688750.SH,金天钛业,2024-11-27,有色金属,小金属,其他小金属,19.18,58.47,107.81,3.62,0.44,88.71,-59.42,-49.71,-31.27,-22.38
580,4,600301.SH,华锡有色,2024-07-31,有色金属,小金属,其他小金属,50.73,48.79,52.47,7.14,,320.9,-8.54,9.49,21.16,23.66
581,5,002428.SZ,云南锗业,2014-02-21,有色金属,小金属,其他小金属,34.21,420.81,534.92,15.35,0.09,223.43,-38.43,339.6,58.89,52.1
582,6,600456.SH,宝钛股份,2014-02-21,有色金属,小金属,其他小金属,38.41,31.84,44.15,2.54,1.02,183.51,-44.34,-49.0,-19.4,-20.45
583,7,002167.SZ,东方锆业,2014-02-21,有色金属,小金属,其他小金属,12.42,54.4,37.46,5.49,,96.21,193.66,148.58,-24.86,-23.07
584,8,002738.SZ,中矿资源,2021-12-13,有色金属,小金属,其他小金属,79.13,75.42,137.42,4.75,0.63,570.92,-62.58,-81.16,34.99,34.89
585,9,002182.SZ,宝武镁业,2021-12-13,有色金属,小金属,其他小金属,18.35,114.01,195.05,3.38,0.27,181.99,-43.13,-46.47,9.82,6.78
586,10,600459.SH,贵研铂业,2014-02-21,有色金属,小金属,其他小金属,21.18,27.77,25.35,2.17,1.13,160.93,12.43,2.3,22.21,20.91
587,11,301026.SZ,浩通科技,2021-07-23,有色金属,小金属,其他小金属,30.86,41.88,36.25,3.02,0.92,48.84,18.31,9.45,0.36,-22.13
588,12,000962.SZ,东方钽业,2021-12-13,有色金属,小金属,其他小金属,41.87,99.14,79.65,7.75,0.3,211.39,33.43,29.08,33.9,34.45
589,13,000960.SZ,锡业股份,2014-02-21,有色金属,小金属,其他小金属,35.01,39.9,30.23,2.92,0.86,576.2,35.99,32.76,17.81,12.35
590,14,600281.SH,华阳新材,2021-12-13,有色金属,小金属,其他小金属,5.93,,,23.35,,30.5,178.58,266.15,31.1,-9.49
591,1,688498.SH,源杰科技,2023-09-25,电子,半导体,分立器件,748.49,,641.33,29.63,0.05,643.31,19348.65,330.31,115.09,70.57
592,2,688689.SH,银河微电,2023-09-25,电子,半导体,分立器件,31.33,56.19,55.15,3.34,0.72,40.39,3.02,-21.87,16.72,14.54
593,3,603290.SH,斯达半导,2021-12-13,电子,半导体,分立器件,105.76,49.89,54.33,3.66,0.6,253.27,-9.8,0.26,23.82,26.25
594,4,600360.SH,*ST华微,2007-07-04,电子,半导体,分立器件,8.73,65.63,47.79,2.47,0.85,83.83,46.87,58.28,10.46,15.58
595,5,688693.SH,锴威特,2023-09-25,电子,半导体,分立器件,39.68,,,3.46,,29.24,-29.03,-18.33,100.08,92.66
596,6,300831.SZ,派瑞股份,2020-05-21,电子,半导体,分立器件,13.79,61.87,448.11,4.81,0.33,44.13,-91.71,-35.6,-54.52,-30.12
597,7,688230.SH,芯导科技,2023-09-25,电子,半导体,分立器件,72.72,80.56,80.56,3.77,1.1,85.52,-10.89,-3.86,14.33,17.09
598,8,600460.SH,士兰微,2021-12-13,电子,半导体,分立器件,31.12,235.53,95.89,4.34,0.13,517.86,1108.74,1162.42,18.98,20.14
599,9,688261.SH,东微半导,2023-09-25,电子,半导体,分立器件,89.75,273.42,189.19,3.73,0.04,110.01,58.46,62.8,41.6,46.79
600,10,600745.SH,闻泰科技,2022-08-01,电子,半导体,分立器件,33.29,,,1.22,,414.34,265.09,237.36,-44.0,-24.56
601,11,688172.SH,燕东微,2023-09-25,电子,半导体,分立器件,44.22,,,3.38,,631.29,89.02,943.17,18.03,6.85
602,12,688048.SH,长光华芯,2023-09-25,电子,半导体,分立器件,126.25,,,7.41,,222.55,133.04,121.13,67.42,68.08
603,13,688711.SH,宏微科技,2023-09-25,电子,半导体,分立器件,30.02,,,6.15,,63.97,32.78,18.45,0.35,6.86
604,14,300046.SZ,台基股份,2011-10-10,电子,半导体,分立器件,36.22,338.71,135.07,7.49,0.22,85.67,205.58,3789.41,5.85,4.18
605,15,300373.SZ,扬杰科技,2014-02-07,电子,半导体,分立器件,85.0,46.07,35.34,5.0,0.96,461.85,45.51,41.55,20.89,20.58
606,16,300623.SZ,捷捷微电,2017-04-13,电子,半导体,分立器件,35.52,62.48,60.65,5.01,0.42,295.55,4.3,15.35,24.7,26.77
607,17,605111.SH,新洁能,2020-10-13,电子,半导体,分立器件,45.72,43.7,43.46,4.46,0.14,189.89,0.7,8.03,2.19,6.44
608,18,688167.SH,炬光科技,2023-09-25,电子,半导体,分立器件,295.0,,,12.06,,265.09,104.34,11.3,33.88,26.2
609,1,688234.SH,天岳先进,2023-09-25,电子,半导体,半导体材料,93.58,253.32,1221.96,6.13,,453.51,-99.22,-89.32,-13.21,-12.98
610,2,688530.SH,欧莱新材,2024-05-16,电子,半导体,半导体材料,25.6,145.45,,4.96,0.25,40.97,-306.51,-144.65,24.3,1.23
611,3,688721.SH,龙图光罩,2024-08-13,电子,半导体,半导体材料,46.0,66.87,85.23,5.09,0.87,61.41,-27.64,-28.93,-1.98,-6.44
612,4,688584.SH,上海合晶,2024-02-23,电子,半导体,半导体材料,22.89,126.11,103.83,3.69,0.87,152.32,32.86,23.86,19.05,15.26
613,5,688146.SH,中船特气,2023-09-25,电子,半导体,半导体材料,42.3,73.68,71.02,3.95,0.41,223.94,3.98,-0.55,14.9,12.6
614,6,688783.SH,西安奕材-U,2025-11-04,电子,半导体,半导体材料,24.9,,,7.99,,1005.41,5.3,9.43,34.8,45.99
615,7,002409.SZ,雅克科技,2020-06-09,电子,半导体,半导体材料,88.64,48.4,45.91,5.4,0.65,421.86,6.33,0.63,29.36,31.82
616,8,688720.SH,艾森股份,2023-12-13,电子,半导体,半导体材料,71.05,187.05,141.92,6.2,,62.62,44.67,22.14,40.71,50.64
617,9,301678.SZ,新恒汇,2025-06-27,电子,半导体,半导体材料,74.74,96.28,105.28,9.38,0.67,179.04,-11.72,-11.94,18.12,14.51
618,10,688233.SH,神工股份,2023-09-25,电子,半导体,半导体材料,90.26,373.55,181.2,8.28,0.08,153.72,158.93,925.55,47.59,66.53
619,11,002119.SZ,康强电子,2007-07-04,电子,半导体,半导体材料,25.69,115.89,96.23,6.64,0.12,96.41,21.4,26.23,5.16,-0.37
620,12,688126.SH,沪硅产业,2023-09-25,电子,半导体,半导体材料,20.8,,,3.42,,687.44,-17.67,5.67,6.56,8.16
621,13,688401.SH,路维光电,2023-09-25,电子,半导体,半导体材料,50.24,50.89,40.21,6.4,0.59,97.14,41.88,29.13,37.25,37.48
622,14,600206.SH,有研新材,2021-12-13,电子,半导体,半导体材料,20.6,118.08,62.62,4.12,0.53,174.39,114.14,218.47,0.16,-9.76
623,15,688535.SH,华海诚科,2023-09-25,电子,半导体,半导体材料,118.25,283.4,450.6,5.33,0.14,113.54,-42.58,-44.67,16.52,15.3
624,16,301611.SZ,珂玛科技,2024-08-23,电子,半导体,半导体材料,127.2,178.34,168.21,32.12,0.08,554.59,8.29,23.52,28.86,35.34
625,17,688661.SH,和林微纳,2023-09-25,电子,半导体,半导体材料,89.04,,349.75,10.93,0.07,135.24,447.1,529.94,81.77,91.53
626,18,300666.SZ,江丰电子,2019-07-08,电子,半导体,半导体材料,,,,,,,39.72,56.79,25.37,28.71
627,19,300706.SZ,阿石创,2019-07-08,电子,半导体,半导体材料,41.25,,,9.0,,63.24,-411.28,-693.98,17.59,15.11
628,20,605358.SH,立昂微,2021-12-13,电子,半导体,半导体材料,39.18,,,3.75,,263.05,-98.67,-90.0,15.94,14.18
629,21,688432.SH,有研硅,2023-09-25,电子,半导体,半导体材料,13.52,72.58,86.98,3.78,0.44,169.04,-19.81,-18.74,-3.43,-3.2
630,22,688138.SH,清溢光电,2023-09-25,电子,半导体,半导体材料,28.8,52.71,46.42,3.35,0.9,90.66,19.33,3.52,12.28,10.9
631,23,003026.SZ,中晶科技,2020-12-25,电子,半导体,半导体材料,34.08,193.98,100.48,6.71,0.44,44.17,164.62,144.05,-0.03,-1.62
632,24,688727.SH,恒坤新材,2025-11-25,电子,半导体,半导体材料,53.9,249.88,240.33,9.77,,242.18,5.5,-5.68,24.11,23.74
633,1,688702.SH,盛科通信-U,2023-09-25,电子,半导体,数字芯片设计,137.8,,3265.82,23.78,,564.98,112.3,58.36,2.98,-4.56
634,2,300613.SZ,富瀚微,2017-02-27,电子,半导体,数字芯片设计,47.22,42.62,71.3,3.99,0.25,109.8,-55.82,-78.1,-12.42,-14.04
635,3,688041.SH,海光信息,2023-09-25,电子,半导体,数字芯片设计,238.17,286.69,233.91,25.53,0.11,5535.88,28.56,40.78,54.65,45.21
636,4,688049.SH,炬芯科技,2023-09-25,电子,半导体,数字芯片设计,51.2,84.15,47.88,4.57,0.57,89.69,113.85,123.19,54.74,60.12
637,5,688385.SH,复旦微电,2023-09-25,电子,半导体,数字芯片设计,77.11,110.93,133.54,10.22,0.1,635.17,-22.69,-44.38,12.7,2.49
638,6,002049.SZ,紫光国微,2005-06-13,电子,半导体,数字芯片设计,77.48,55.82,45.96,5.02,0.27,658.29,25.04,-6.18,15.05,6.07
639,7,688709.SH,成都华微,2024-02-22,电子,半导体,数字芯片设计,47.5,247.61,312.45,10.52,0.04,302.5,-28.82,-51.26,22.45,26.93
640,8,301308.SZ,江波龙,2022-08-12,电子,半导体,数字芯片设计,292.72,246.03,187.5,16.3,,1226.92,27.95,-97.51,26.12,12.8
641,9,688728.SH,格科微,2023-09-25,电子,半导体,数字芯片设计,15.33,213.41,174.18,5.1,0.14,398.67,518.75,-61.59,25.66,30.33
642,10,688449.SH,联芸科技,2024-12-06,电子,半导体,数字芯片设计,49.9,194.43,161.54,12.05,,229.54,23.05,36.38,11.59,15.68
643,11,688279.SH,峰岹科技,2023-09-25,电子,半导体,数字芯片设计,189.48,98.09,105.99,4.33,0.41,218.12,-9.01,-4.51,28.88,32.84
644,12,688107.SH,安路科技,2023-09-25,电子,半导体,数字芯片设计,28.3,,,11.07,,113.44,-21.08,-16.57,-25.79,-29.64
645,13,688589.SH,力合微,2023-09-25,电子,半导体,数字芯片设计,24.45,42.13,63.04,3.71,1.02,35.53,-55.55,-41.15,-28.62,-24.74
646,14,688380.SH,中微半导,2023-09-25,电子,半导体,数字芯片设计,52.78,154.43,118.86,6.94,0.47,211.31,36.78,100.99,19.03,17.56
647,15,688595.SH,芯海科技,2023-09-25,电子,半导体,数字芯片设计,39.06,,,7.82,,56.28,45.23,31.67,19.59,6.8
648,16,688008.SH,澜起科技,2023-09-25,电子,半导体,数字芯片设计,168.15,136.55,93.31,15.98,0.35,1927.72,66.89,95.41,57.83,58.17
649,17,688591.SH,泰凌微,2023-09-25,电子,半导体,数字芯片设计,42.35,104.67,58.99,4.12,0.48,101.95,117.35,274.58,30.49,37.72
650,18,300077.SZ,国民技术,2010-05-10,电子,半导体,数字芯片设计,22.1,,,13.4,,128.87,50.63,72.54,16.73,22.74
651,19,603893.SH,瑞芯微,2020-02-14,电子,半导体,数字芯片设计,180.51,127.74,74.3,17.92,0.36,759.87,121.65,190.61,45.46,63.85
652,20,688486.SH,龙迅股份,2023-09-25,电子,半导体,数字芯片设计,74.06,68.38,56.45,6.54,0.72,98.74,32.47,15.16,16.67,11.35
653,21,688018.SH,乐鑫科技,2023-09-25,电子,半导体,数字芯片设计,161.53,79.57,58.07,6.25,0.25,269.99,50.04,72.29,30.97,35.35
654,22,688807.SH,优迅股份,2025-12-26,电子,半导体,数字芯片设计,191.92,197.18,173.45,8.82,,153.54,17.11,,18.33,
655,23,688123.SH,聚辰股份,2023-09-25,电子,半导体,数字芯片设计,152.3,83.04,60.45,9.65,0.2,241.05,51.33,43.5,21.29,11.69
656,24,300223.SZ,北京君正,2011-06-08,电子,半导体,数字芯片设计,128.33,169.1,195.02,4.99,0.08,619.24,-15.99,2.85,7.35,6.75
657,25,688259.SH,创耀科技,2023-09-25,电子,半导体,数字芯片设计,42.43,78.37,57.58,3.05,0.57,47.39,46.58,-8.77,-32.1,-35.72
658,26,688608.SH,恒玄科技,2023-09-25,电子,半导体,数字芯片设计,208.99,76.56,52.39,5.08,0.41,352.55,73.5,106.45,18.61,26.58
659,27,300053.SZ,航宇微,2024-07-31,电子,半导体,数字芯片设计,21.47,,,8.79,,149.62,-18.19,-154.25,-0.45,-3.99
660,28,688047.SH,龙芯中科,2023-09-25,电子,半导体,数字芯片设计,154.28,,,24.21,,618.66,-14.89,-23.66,13.94,10.9
661,29,688620.SH,安凯微,2023-09-25,电子,半导体,数字芯片设计,11.48,,,3.34,,45.0,-267.46,-740.87,-5.22,-3.02
662,30,688213.SH,思特威-W,2023-09-25,电子,半导体,数字芯片设计,96.55,98.9,47.43,7.93,0.28,388.43,155.99,164.93,50.14,54.11
663,31,002213.SZ,大为股份,2023-07-06,电子,半导体,数字芯片设计,25.67,,,10.89,0.08,60.96,71.58,-14.01,9.9,18.46
664,32,688521.SH,芯原股份,2023-09-25,电子,半导体,数字芯片设计,204.55,,,30.22,,1075.76,12.42,-12.3,36.64,4.49
665,33,688416.SH,恒烁股份,2023-09-25,电子,半导体,数字芯片设计,110.21,,,7.2,,91.48,8.83,4.8,16.02,-1.79
666,34,300458.SZ,全志科技,2015-05-22,电子,半导体,数字芯片设计,41.38,204.84,116.1,10.92,0.46,341.56,84.41,35.36,28.21,25.82
667,35,688766.SH,普冉股份,2023-09-25,电子,半导体,数字芯片设计,272.25,137.84,318.09,17.74,0.11,403.06,-73.73,-70.05,4.89,1.19
668,36,688525.SH,佰维存储,2023-09-25,电子,半导体,数字芯片设计,162.8,471.67,,16.62,,760.49,-86.67,-179.68,30.84,13.7
669,37,688332.SH,中科蓝讯,2023-09-25,电子,半导体,数字芯片设计,131.83,52.98,52.2,3.88,0.76,158.98,2.17,-2.61,4.29,2.63
670,38,603986.SH,兆易创新,2016-08-25,电子,半导体,数字芯片设计,277.74,175.52,142.96,8.62,0.12,1935.2,30.18,11.31,20.92,15.0
671,39,688099.SH,晶晨股份,2023-09-25,电子,半导体,数字芯片设计,81.86,41.95,37.24,4.8,,344.77,17.51,37.12,9.29,10.42
672,40,688110.SH,东芯股份,2023-09-25,电子,半导体,数字芯片设计,125.75,,,17.88,,556.13,-12.16,-21.78,28.09,28.81
673,41,300672.SZ,国科微,2017-07-19,电子,半导体,数字芯片设计,136.2,304.35,856.12,7.27,0.22,295.69,-89.42,-25.02,-2.5,-12.86
674,42,688256.SH,寒武纪-U,2023-09-25,电子,半导体,数字芯片设计,1058.33,,237.79,29.24,,4462.82,321.49,295.82,2386.38,4347.82
675,43,688795.SH,摩尔线程-U,2025-12-12,电子,半导体,数字芯片设计,534.58,,,21.82,,2512.68,18.71,,181.99,
676,44,688802.SH,沐曦股份-U,2025-12-24,电子,半导体,数字芯片设计,491.96,,,14.64,,1968.33,55.79,,453.52,
677,45,688252.SH,天德钰,2023-09-25,电子,半导体,数字芯片设计,22.48,33.45,33.06,3.9,0.32,91.95,1.67,50.89,14.44,43.35
678,46,001309.SZ,德明利,2024-07-31,电子,半导体,数字芯片设计,237.53,153.71,,22.0,0.09,538.83,-106.42,-130.43,85.13,88.83
679,47,688593.SH,新相微,2023-09-25,电子,半导体,数字芯片设计,25.16,1371.03,876.78,7.46,,115.62,138.88,261.78,27.21,23.48
680,48,301536.SZ,星宸科技,2024-04-08,电子,半导体,数字芯片设计,66.5,109.44,106.95,8.98,0.3,280.44,3.03,-7.47,19.5,18.63
681,49,300327.SZ,中颖电子,2012-06-20,电子,半导体,数字芯片设计,30.3,77.12,102.2,5.91,0.66,103.44,-36.59,-42.2,-1.14,-0.2
682,50,603501.SH,豪威集团,2017-05-11,电子,半导体,数字芯片设计,117.63,44.45,35.53,4.69,0.52,1477.2,35.15,48.34,15.2,15.42
683,51,688262.SH,国芯科技,2023-09-25,电子,半导体,数字芯片设计,40.1,,,6.53,,134.74,-0.03,-4.66,-44.92,-34.74
684,1,600171.SH,上海贝岭,2006-01-24,电子,半导体,模拟芯片设计,31.2,55.92,61.23,4.92,0.54,221.18,-14.38,2.25,18.32,21.27
685,2,688209.SH,英集芯,2023-09-25,电子,半导体,模拟芯片设计,24.05,83.96,69.71,4.91,0.37,104.33,28.54,32.96,14.16,13.42
686,3,688391.SH,钜泉科技,2023-09-25,电子,半导体,模拟芯片设计,32.45,39.93,56.09,2.01,1.85,37.38,-37.71,-33.34,-9.17,-11.39
687,4,688582.SH,芯动联科,2023-09-25,电子,半导体,模拟芯片设计,64.28,116.23,79.99,10.53,0.59,258.24,72.91,173.37,47.73,84.34
688,5,603160.SH,汇顶科技,2016-10-24,电子,半导体,模拟芯片设计,77.11,59.44,43.12,3.86,0.7,358.82,50.99,35.74,9.25,-0.2
689,6,688045.SH,必易微,2023-09-25,电子,半导体,模拟芯片设计,49.85,,8381.91,2.52,,34.81,86.29,16.92,-3.15,-6.99
690,7,688798.SH,艾为电子,2023-09-25,电子,半导体,模拟芯片设计,75.46,69.02,49.88,4.22,0.44,175.92,54.98,71.09,-8.02,-13.4
691,8,688173.SH,希荻微,2023-09-25,电子,半导体,模拟芯片设计,15.51,,,4.38,,64.01,60.94,61.98,107.81,102.73
692,9,688286.SH,敏芯股份,2023-09-25,电子,半导体,模拟芯片设计,75.58,,85.77,3.95,,42.37,175.99,171.65,37.73,47.82
693,10,688536.SH,思瑞浦,2023-09-25,电子,半导体,模拟芯片设计,188.64,,945.27,4.23,,260.13,227.64,200.07,80.47,87.33
694,11,688790.SH,昂瑞微-UW,2025-12-23,电子,半导体,模拟芯片设计,147.3,,,5.15,,146.61,-426.66,,-20.69,
695,12,688515.SH,裕太微-U,2023-09-25,电子,半导体,模拟芯片设计,112.85,,,6.01,,90.28,8.89,3.89,45.7,43.41
696,13,603068.SH,博通集成,2019-04-22,电子,半导体,模拟芯片设计,37.25,,300.47,3.33,,56.03,127.36,149.33,8.4,10.8
697,14,300661.SZ,圣邦股份,2017-06-13,电子,半导体,模拟芯片设计,70.25,86.79,77.73,8.85,0.22,434.18,20.47,12.42,14.55,15.37
698,15,688368.SH,晶丰明源,2023-09-25,电子,半导体,模拟芯片设计,151.7,,301.16,11.45,0.32,134.26,142.96,151.67,2.67,-0.44
699,16,688381.SH,帝奥微,2023-09-25,电子,半导体,模拟芯片设计,23.41,,,2.23,0.88,57.94,-232.46,-115.73,11.41,15.11
