,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
700,17,688458.SH,美芯晟,2023-09-25,电子,半导体,模拟芯片设计,41.1,,,2.48,,45.84,132.0,131.25,46.47,36.83
701,18,688601.SH,力芯微,2023-09-25,电子,半导体,模拟芯片设计,54.5,57.89,134.63,5.87,0.73,72.86,-71.4,-78.72,-6.69,-14.62
702,19,688699.SH,明微电子,2023-09-25,电子,半导体,模拟芯片设计,62.48,970.08,,5.68,,68.77,-577.53,-616.66,4.41,-1.64
703,20,688653.SH,康希通信,2023-11-24,电子,半导体,模拟芯片设计,13.73,,,4.05,,58.28,9.86,-38.1,39.32,45.92
704,21,688141.SH,杰华特,2023-09-25,电子,半导体,模拟芯片设计,50.15,,,13.03,,225.84,9.29,12.44,63.01,58.2
705,22,688508.SH,芯朋微,2023-09-25,电子,半导体,模拟芯片设计,69.35,81.8,42.97,3.36,0.57,91.06,130.25,106.02,24.05,40.32
706,23,600877.SH,电科芯片,2022-08-01,电子,半导体,模拟芯片设计,20.14,347.35,1214.83,9.65,,238.47,-83.15,-78.05,-11.3,-8.53
707,24,688153.SH,唯捷创芯,2023-09-25,电子,半导体,模拟芯片设计,37.77,,956.37,4.07,,162.53,126.77,-183.72,4.53,-7.93
708,25,603375.SH,盛景微,2024-01-31,电子,半导体,模拟芯片设计,37.64,165.39,163.75,2.4,0.27,37.89,1.2,57.66,0.68,2.4
709,26,688061.SH,灿瑞科技,2023-09-25,电子,半导体,模拟芯片设计,35.46,,,1.71,,40.74,-62.7,-348.59,13.75,8.57
710,27,688512.SH,慧智微-U,2023-09-25,电子,半导体,模拟芯片设计,11.49,,,3.1,,53.64,58.98,64.41,48.04,39.97
711,28,688325.SH,赛微微电,2023-09-25,电子,半导体,模拟芯片设计,97.99,107.06,104.49,4.91,1.0,84.41,3.23,29.91,22.37,31.0
712,29,688270.SH,臻镭科技,2023-09-25,电子,半导体,模拟芯片设计,189.0,2070.94,374.5,18.19,,404.56,579.92,1006.99,65.76,73.64
713,30,300671.SZ,富满微,2017-07-12,电子,半导体,模拟芯片设计,52.0,,,6.93,,115.12,8.24,25.2,19.32,26.42
714,31,688052.SH,纳芯微,2023-09-25,电子,半导体,模拟芯片设计,181.01,,,3.68,,294.36,65.54,70.59,73.18,79.49
715,32,300782.SZ,卓胜微,2019-06-25,电子,半导体,模拟芯片设计,73.99,98.5,,3.95,0.14,395.8,-140.13,-141.59,-17.77,-25.42
716,33,688130.SH,晶华微,2023-09-25,电子,半导体,模拟芯片设计,23.5,,,2.28,,28.41,-330.86,-600.18,27.32,30.68
717,34,688220.SH,翱捷科技-U,2023-09-25,电子,半导体,模拟芯片设计,78.9,,,5.99,,330.04,20.62,7.29,13.42,14.67
718,35,688484.SH,南芯科技,2023-09-25,电子,半导体,模拟芯片设计,41.91,58.4,79.21,4.35,0.47,179.23,-29.66,-40.21,25.34,17.6
719,1,688403.SH,汇成股份,2023-09-25,电子,半导体,集成电路封测,19.1,103.88,90.61,4.71,0.47,165.97,23.21,60.94,21.05,28.58
720,2,002185.SZ,华天科技,2007-11-27,电子,半导体,集成电路封测,13.91,73.56,56.53,2.59,0.41,453.31,51.98,1.68,17.55,15.81
721,3,603005.SH,晶方科技,2014-02-17,电子,半导体,集成电路封测,29.66,76.53,56.55,4.27,0.28,193.43,48.4,49.78,28.48,24.68
722,4,688216.SH,气派科技,2023-09-25,电子,半导体,集成电路封测,31.21,,,5.73,,33.36,-25.89,-44.52,7.08,4.09
723,5,688362.SH,甬矽电子,2023-09-25,电子,半导体,集成电路封测,44.03,272.49,207.62,7.08,,180.74,48.87,150.45,24.23,23.37
724,6,002156.SZ,通富微电,2007-08-23,电子,半导体,集成电路封测,47.72,106.88,73.48,4.77,0.09,724.2,55.74,27.72,17.77,17.67
725,7,688135.SH,利扬芯片,2023-09-25,电子,半导体,集成电路封测,33.35,,,6.21,,67.85,106.19,16.38,23.11,23.09
726,8,688372.SH,伟测科技,2023-09-25,电子,半导体,集成电路封测,119.64,139.07,66.38,6.29,0.22,178.33,226.41,831.03,46.22,47.53
727,9,002077.SZ,大港股份,2006-11-23,电子,半导体,集成电路封测,16.68,409.65,217.92,2.89,,96.8,52.38,3.99,12.57,10.04
728,10,600584.SH,长电科技,2003-06-10,电子,半导体,集成电路封测,44.66,49.65,53.74,2.84,0.34,799.15,-11.39,-23.98,14.78,20.14
729,11,301348.SZ,蓝箭电子,2023-08-17,电子,半导体,集成电路封测,28.03,445.16,,4.52,0.18,67.27,-28229.49,-40.35,2.55,4.86
730,12,688352.SH,颀中科技,2023-09-25,电子,半导体,集成电路封测,14.03,53.25,61.92,2.8,0.71,166.82,-19.2,-38.78,11.8,6.63
731,1,301629.SZ,矽电股份,2025-03-31,电子,半导体,半导体设备,294.72,133.86,235.71,10.55,0.33,122.98,-61.3,-62.29,-20.54,-36.88
732,2,301297.SZ,富乐德,2023-01-09,电子,半导体,半导体设备,39.4,268.95,121.88,5.67,0.41,292.82,14.38,9.22,10.98,23.95
733,3,688809.SH,强一股份,2026-01-08,电子,半导体,半导体设备,336.7,187.14,124.0,11.17,,436.23,90.55,237.56,65.88,89.53
734,4,688012.SH,中微公司,2023-09-25,电子,半导体,半导体设备,356.88,138.31,116.76,10.41,0.08,2234.59,32.66,36.62,46.4,43.88
735,5,688419.SH,耐科装备,2023-09-25,电子,半导体,半导体设备,43.4,77.66,68.57,4.86,0.65,49.72,14.7,25.77,11.59,29.73
736,6,603061.SH,金海通,2023-03-10,电子,半导体,半导体设备,297.52,227.46,112.6,11.6,0.06,178.51,178.18,91.56,87.88,67.86
737,7,603991.SH,至正股份,2025-08-13,电子,半导体,半导体设备,85.16,,,4.06,,130.05,-95.76,-266.1,-22.07,6.03
738,8,688785.SH,恒运昌,2026-02-04,电子,半导体,半导体设备,365.0,174.59,218.6,11.3,,247.11,-23.73,,-5.79,
739,9,301369.SZ,联动科技,2022-09-29,电子,半导体,半导体设备,118.35,411.38,426.68,5.6,0.34,83.53,-4.79,335.11,3.48,14.21
740,10,688409.SH,富创精密,2023-09-25,电子,半导体,半导体设备,91.6,138.41,556.51,6.09,0.16,280.49,-80.24,-89.92,17.94,14.44
741,11,688072.SH,拓荆科技,2023-09-25,电子,半导体,半导体设备,329.67,135.26,95.63,15.13,0.08,930.81,105.14,-26.96,85.27,54.25
742,12,688200.SH,华峰测控,2023-09-25,电子,半导体,半导体设备,272.9,110.77,72.85,9.53,0.27,369.87,81.57,74.04,51.21,40.99
743,13,300604.SZ,长川科技,2017-04-24,电子,半导体,半导体设备,128.25,177.48,84.19,18.65,0.08,813.62,142.14,98.73,49.05,41.8
744,14,688120.SH,华海清科,2023-09-25,电子,半导体,半导体设备,181.18,62.61,58.56,8.88,0.2,640.75,9.81,16.82,30.28,30.28
745,15,603690.SH,至纯科技,2017-01-20,电子,半导体,半导体设备,27.47,445.81,,2.1,0.18,105.2,-56.08,-46.68,-10.33,5.25
746,16,688082.SH,盛美上海,2023-09-25,电子,半导体,半导体设备,178.36,74.27,51.56,6.44,0.34,856.42,66.99,56.99,29.42,35.83
747,17,688361.SH,中科飞测,2023-09-25,电子,半导体,半导体设备,190.62,,2601.07,13.27,,667.48,71.67,73.01,47.92,51.39
748,18,688478.SH,晶升股份,2023-09-25,电子,半导体,半导体设备,37.2,95.77,,3.35,0.67,51.47,-120.71,-121.29,-41.13,-20.29
749,19,688605.SH,先锋精科,2024-12-19,电子,半导体,半导体设备,67.35,63.71,67.91,8.45,0.3,136.3,-7.56,-5.39,11.47,19.52
750,20,688652.SH,京仪装备,2023-12-06,电子,半导体,半导体设备,119.95,131.79,132.9,9.24,0.1,201.52,-0.99,12.84,42.81,45.38
751,21,003043.SZ,华亚智能,2021-04-13,电子,半导体,半导体设备,48.73,80.77,102.47,3.78,0.44,65.22,-25.84,-47.82,80.06,78.57
752,22,002371.SZ,北方华创,2010-03-23,电子,半导体,半导体设备,470.12,60.59,54.16,9.45,0.17,3405.91,14.83,14.97,32.97,29.51
753,23,688729.SH,屹唐股份,2025-07-15,电子,半导体,半导体设备,24.91,136.14,115.7,8.37,,736.23,22.73,40.23,14.01,18.77
754,24,688037.SH,芯源微,2023-09-25,电子,半导体,半导体设备,207.03,205.82,490.38,15.42,0.05,417.43,-109.34,-79.09,-10.35,2.24
755,1,002384.SZ,东山精密,2019-07-08,电子,元件,印制电路板,73.4,123.83,108.28,6.31,0.09,1344.4,14.61,35.21,2.28,1.96
756,2,300739.SZ,明阳电路,2018-02-08,电子,元件,印制电路板,19.7,646.28,141.85,2.73,0.61,73.57,119.06,32.6,16.24,13.11
757,3,300852.SZ,四会富仕,2020-07-20,电子,元件,印制电路板,45.29,51.82,48.97,3.3,0.27,72.7,6.65,-15.89,34.5,31.63
758,4,603328.SH,依顿电子,2014-07-08,电子,元件,印制电路板,11.03,25.18,25.17,2.62,1.8,110.13,0.06,0.14,16.53,16.05
759,5,603920.SH,世运电路,2017-05-04,电子,元件,印制电路板,67.48,72.07,59.52,7.53,1.33,486.26,29.46,26.89,10.96,7.64
760,6,688020.SH,方邦股份,2023-09-25,电子,元件,印制电路板,85.18,,,5.07,0.21,70.17,32.66,-8.67,11.07,16.06
761,7,001389.SZ,广合科技,2024-04-11,电子,元件,印制电路板,100.22,63.1,47.01,11.71,0.48,426.62,46.97,53.91,43.07,42.17
762,8,002579.SZ,中京电子,2011-10-10,电子,元件,印制电路板,11.45,,220.3,2.9,,70.14,127.34,125.05,15.75,21.29
763,9,300903.SZ,科翔股份,2020-11-12,电子,元件,印制电路板,28.35,,,6.17,,123.43,31.58,36.96,10.1,16.04
764,10,000823.SZ,超声电子,2011-10-10,电子,元件,印制电路板,13.98,34.79,30.44,1.59,1.43,75.07,20.93,53.62,10.91,13.26
765,11,603175.SH,超颖电子,2025-10-31,电子,元件,印制电路板,67.68,107.08,119.76,10.27,,295.78,-12.14,-11.85,10.71,12.61
766,12,301176.SZ,逸豪新材,2022-10-12,电子,元件,印制电路板,23.35,,,2.6,,39.48,-36.39,-600.38,18.26,9.67
767,13,600183.SH,生益科技,2011-10-10,电子,元件,印制电路板,63.48,88.69,54.88,9.93,1.58,1542.0,78.04,52.98,39.8,31.68
768,14,603386.SH,骏亚科技,2017-09-19,电子,元件,印制电路板,14.33,,,3.44,,46.76,246.13,333.32,9.36,13.54
769,15,603936.SH,博敏电子,2015-12-16,电子,元件,印制电路板,11.9,,,1.72,,75.02,-21.26,-31.38,10.87,12.71
770,16,300814.SZ,中富电路,2021-08-19,电子,元件,印制电路板,73.16,367.64,402.7,8.52,0.14,140.05,-10.64,-34.13,29.8,27.84
771,17,688655.SH,迅捷兴,2023-09-25,电子,元件,印制电路板,20.35,,,4.04,,27.14,-1244.32,-169.48,40.48,27.66
772,18,688183.SH,生益电子,2023-09-25,电子,元件,印制电路板,82.63,207.05,54.54,13.32,0.66,687.33,497.61,452.11,114.79,91.0
773,19,301132.SZ,满坤科技,2022-08-17,电子,元件,印制电路板,36.12,50.23,39.08,2.95,1.16,53.49,42.36,62.3,34.21,31.56
774,20,600601.SH,方正科技,2022-12-27,电子,元件,印制电路板,10.71,177.83,125.73,10.28,,457.72,50.81,15.29,38.71,35.6
775,21,002938.SZ,鹏鼎控股,2018-09-26,电子,元件,印制电路板,58.02,37.15,33.18,4.12,1.72,1344.93,21.95,57.22,14.34,24.75
776,22,002636.SZ,金安国纪,2011-12-02,电子,元件,印制电路板,23.46,460.86,154.49,4.9,0.36,170.79,73.9,0.76,10.28,3.97
777,23,300936.SZ,中英科技,2021-02-02,电子,元件,印制电路板,41.6,98.88,,3.13,0.24,31.28,-125.66,-143.5,-21.65,-26.87
778,24,002913.SZ,奥士康,2017-12-08,电子,元件,印制电路板,39.55,35.53,35.17,2.84,1.52,125.52,1.31,-11.96,21.89,19.43
779,25,300657.SZ,弘信电子,2018-07-16,电子,元件,印制电路板,29.7,252.25,154.72,11.39,,143.32,65.47,9.85,24.75,15.01
780,26,605258.SH,协和电子,2020-12-10,电子,元件,印制电路板,33.19,40.98,42.09,2.45,2.11,29.21,-4.03,-8.31,12.07,12.13
781,27,301628.SZ,强达电路,2024-11-07,电子,元件,印制电路板,95.17,63.68,55.48,6.25,0.42,71.74,20.91,4.87,20.74,17.25
782,28,002463.SZ,沪电股份,2011-10-10,电子,元件,印制电路板,65.97,49.07,33.21,8.4,0.76,1269.5,47.03,47.5,49.96,56.59
783,29,300964.SZ,本川智能,2021-08-12,电子,元件,印制电路板,56.22,183.06,121.92,4.27,0.35,43.46,56.23,37.33,43.11,36.91
784,30,688519.SH,南亚新材,2023-09-25,电子,元件,印制电路板,78.13,364.52,120.58,6.59,0.12,183.43,180.79,57.69,49.87,43.06
785,31,301366.SZ,一博科技,2022-10-10,电子,元件,印制电路板,34.7,82.08,328.65,3.4,0.82,72.71,-79.46,-93.0,24.01,21.7
786,32,002815.SZ,崇达技术,2016-10-19,电子,元件,印制电路板,14.44,68.24,56.91,1.99,0.74,175.84,19.58,-6.19,22.27,20.73
787,33,300476.SZ,胜宏科技,2015-06-18,电子,元件,印制电路板,253.14,190.85,60.62,14.52,0.12,2203.2,324.38,366.89,83.4,86.0
788,34,301041.SZ,金百泽,2021-08-18,电子,元件,印制电路板,27.85,76.06,120.41,4.45,0.35,29.71,-67.18,-78.84,6.43,2.93
789,35,605058.SH,澳弘电子,2020-10-28,电子,元件,印制电路板,30.13,30.43,29.1,2.47,1.99,43.06,6.45,3.16,6.69,9.35
790,36,603228.SH,景旺电子,2017-01-13,电子,元件,印制电路板,61.0,51.39,49.54,4.71,1.25,600.74,4.83,-1.06,22.08,20.93
791,37,301282.SZ,金禄电子,2022-09-02,电子,元件,印制电路板,27.55,51.92,49.16,2.47,0.9,41.64,7.93,32.19,25.55,24.19
792,38,002436.SZ,兴森科技,2011-10-10,电子,元件,印制电路板,21.82,,,6.88,0.14,370.87,516.08,47.85,23.48,18.91
793,39,301251.SZ,威尔高,2023-09-13,电子,元件,印制电路板,61.3,147.8,105.14,5.26,0.22,82.56,48.1,18.31,51.93,58.71
794,40,002134.SZ,天津普林,2011-10-10,电子,元件,印制电路板,22.85,166.35,312.22,10.96,,56.33,-51.14,-67.51,23.61,27.47
795,41,603186.SH,华正新材,2017-01-10,电子,元件,印制电路板,66.35,,,6.43,,94.23,1042.19,327.86,13.17,7.88
796,42,002916.SZ,深南电路,2017-12-20,电子,元件,印制电路板,225.25,81.72,56.51,8.6,0.5,1534.33,56.3,37.75,28.39,25.63
797,1,000636.SZ,风华高科,2011-10-10,电子,元件,被动元件,22.79,78.16,87.79,2.11,0.65,263.68,-13.95,-19.5,15.0,15.92
798,2,300460.SZ,ST惠伦,2015-05-22,电子,元件,被动元件,8.58,,,4.32,,24.09,-4566.64,-2679.39,-4.67,-7.1
799,3,300408.SZ,三环集团,2014-12-10,电子,元件,被动元件,51.6,45.15,38.85,4.71,0.73,988.91,22.16,20.63,20.96,21.05
800,4,600563.SH,法拉电子,2011-10-10,电子,元件,被动元件,106.1,22.97,20.72,4.17,1.89,238.72,14.58,18.15,14.69,18.05
801,5,300319.SZ,麦捷科技,2021-12-13,电子,元件,被动元件,12.06,32.11,31.75,2.22,0.94,107.04,1.53,3.3,21.71,23.61
802,6,688539.SH,高华科技,2023-09-25,电子,元件,被动元件,45.98,153.62,136.95,4.91,0.43,85.49,14.97,1.03,10.31,16.6
803,7,301566.SZ,达利凯普,2024-01-08,电子,元件,被动元件,22.11,77.74,58.23,6.15,0.41,88.44,43.2,53.65,13.75,16.52
804,8,603738.SH,泰晶科技,2016-10-13,电子,元件,被动元件,15.86,69.88,160.28,3.58,0.5,61.2,-58.51,-61.59,16.22,16.73
805,9,600237.SH,铜峰电子,2011-10-10,电子,元件,被动元件,9.47,62.39,52.56,3.1,,59.73,28.88,25.54,11.37,13.88
806,10,002199.SZ,*ST东晶,2011-10-10,电子,元件,被动元件,8.22,,,10.49,,20.01,12.14,5.95,12.22,16.57
807,11,300975.SZ,商络电子,2022-08-01,电子,元件,被动元件,15.29,148.37,66.2,4.61,0.08,105.04,164.32,131.6,32.8,36.66
808,12,002484.SZ,江海股份,2011-10-10,电子,元件,被动元件,28.15,36.57,34.44,3.9,0.92,239.42,8.19,3.19,16.34,13.96
809,13,002138.SZ,顺络电子,2011-10-10,电子,元件,被动元件,37.54,36.38,30.98,4.65,1.56,302.69,23.23,32.03,19.95,19.8
810,14,603989.SH,艾华集团,2015-05-22,电子,元件,被动元件,18.1,36.42,32.63,1.92,0.83,72.18,11.59,41.56,-0.73,1.89
811,15,301458.SZ,钧崴电子,2025-01-17,电子,元件,被动元件,34.23,86.48,70.99,5.52,0.58,91.28,25.27,24.2,18.0,16.79
812,1,301379.SZ,天山电子,2022-11-08,电子,光学光电子,面板,26.8,35.33,33.78,3.76,1.05,53.13,7.75,15.46,26.48,29.66
813,2,300088.SZ,长信科技,2010-06-03,电子,光学光电子,面板,6.32,44.24,45.19,1.81,0.93,157.86,-2.54,17.84,3.72,8.25
814,3,600666.SH,奥瑞德,2023-02-21,电子,光学光电子,面板,3.46,,64.78,8.43,,95.2,1156.78,1263.22,19.54,10.12
815,4,300909.SZ,汇创达,2020-11-25,电子,光学光电子,面板,45.53,78.17,95.09,3.91,0.51,78.75,-23.72,-26.32,7.62,7.93
816,5,003019.SZ,宸展光电,2020-11-24,电子,光学光电子,面板,30.39,28.56,29.63,3.22,1.64,53.72,-4.16,-13.85,-0.04,-8.64
817,6,600707.SH,彩虹股份,1996-05-20,电子,光学光电子,面板,6.85,19.83,63.0,1.13,,245.8,-69.14,-50.69,-4.04,-6.72
818,7,688055.SH,龙腾光电,2023-09-25,电子,光学光电子,面板,3.77,,,3.06,,125.67,-6.98,0.74,-27.85,-27.91
819,8,600552.SH,凯盛科技,2018-07-16,电子,光学光电子,面板,14.74,99.34,88.69,3.28,0.34,139.24,15.06,23.7,20.57,24.7
820,9,000100.SZ,TCL科技,2019-04-23,电子,光学光电子,面板,4.97,66.1,33.5,1.7,0.96,1033.8,99.75,89.26,10.5,6.65
821,10,000725.SZ,京东方Ａ,2001-01-12,电子,光学光电子,面板,4.41,30.69,24.7,1.23,1.15,1633.65,39.03,42.15,7.53,8.45
822,11,002106.SZ,莱宝高科,2007-01-22,电子,光学光电子,面板,11.57,21.81,27.44,1.47,0.86,81.66,-24.86,-13.78,6.2,7.06
823,12,002387.SZ,维信诺,2019-07-08,电子,光学光电子,面板,8.82,,,3.07,,123.2,9.67,9.74,3.5,4.79
824,13,002289.SZ,*ST宇顺,2009-09-10,电子,光学光电子,面板,27.06,,,34.66,,75.84,23.85,46.67,42.73,44.89
825,14,603773.SH,沃格光电,2018-04-24,电子,光学光电子,面板,38.78,,,7.46,0.13,87.12,-35.45,-78.03,15.66,14.2
826,15,000050.SZ,深天马Ａ,2010-06-02,电子,光学光电子,面板,9.33,,195.72,0.83,,229.31,166.25,142.07,11.03,9.93
827,16,688299.SH,长阳科技,2023-09-25,电子,光学光电子,面板,19.54,,,2.7,,56.16,-128.82,-150.11,-19.38,-18.81
828,17,002952.SZ,亚世光电,2019-04-04,电子,光学光电子,面板,23.9,233.81,317.47,4.52,0.21,39.28,-26.16,-36.21,27.43,30.01
829,18,300939.SZ,秋田微,2021-02-04,电子,光学光电子,面板,34.93,46.26,51.6,3.02,1.13,41.92,-12.83,-5.78,20.64,21.37
830,19,002955.SZ,鸿合科技,2019-05-30,电子,光学光电子,面板,27.55,29.38,110.16,1.98,4.6,65.19,-66.42,-70.09,-11.14,-10.99
831,20,300120.SZ,经纬辉开,2019-07-08,电子,光学光电子,面板,8.33,222.99,,1.6,,47.85,-114.11,-70.78,-26.9,-20.23
832,21,002217.SZ,合力泰,2025-01-02,电子,光学光电子,面板,3.01,14.82,8.14,12.03,,225.13,101.45,101.37,23.84,26.85
833,22,001308.SZ,康冠科技,2022-03-25,电子,光学光电子,面板,21.23,17.92,19.19,1.88,2.54,149.34,-9.92,-6.03,-5.37,5.06
834,23,300076.SZ,GQY视讯,2010-05-11,电子,光学光电子,面板,7.52,,,3.55,,31.88,-27.35,-52.94,-23.62,-47.39
835,24,688181.SH,八亿时空,2023-09-25,电子,光学光电子,面板,33.68,59.13,74.82,2.18,,45.29,-26.06,-37.9,17.6,10.63
836,25,301321.SZ,翰博高新,2022-08-25,电子,光学光电子,面板,25.09,,,4.81,,46.78,91.13,59.91,44.06,50.84
837,26,000045.SZ,深纺织Ａ,2014-07-02,电子,光学光电子,面板,12.44,70.51,90.13,2.12,0.57,63.01,-24.66,-19.73,-2.26,-1.41
838,27,000727.SZ,冠捷科技,1997-05-20,电子,光学光电子,面板,2.55,123.52,,4.99,,115.5,-852.28,-1021.9,-5.29,-6.93
839,28,002876.SZ,三利谱,2017-06-05,电子,光学光电子,面板,25.44,64.97,91.5,1.86,0.59,44.24,-30.5,-31.47,41.09,41.97
840,29,002845.SZ,同兴达,2017-02-08,电子,光学光电子,面板,14.37,144.76,,1.98,0.27,47.07,-121.23,-261.74,9.24,10.6
841,30,000020.SZ,深华发Ａ,2021-12-13,电子,光学光电子,面板,15.21,117.23,98.42,10.14,,43.07,49.31,42.62,12.65,11.76
842,31,000509.SZ,华塑控股,2022-08-01,电子,光学光电子,面板,3.43,,,29.62,,36.81,20.08,-296.57,-17.76,-10.92
843,32,301045.SZ,天禄科技,2022-08-01,电子,光学光电子,面板,38.36,156.06,130.53,4.13,0.13,42.32,26.56,0.71,-9.93,-8.4
844,33,605218.SH,伟时电子,2020-10-13,电子,光学光电子,面板,19.71,74.93,85.79,3.18,0.28,41.95,-22.59,0.87,11.56,9.81
845,34,301106.SZ,骏成科技,2022-02-11,电子,光学光电子,面板,33.36,35.69,35.43,2.66,1.19,34.07,0.88,0.69,13.89,13.38
846,35,688538.SH,和辉光电-U,2023-09-25,电子,光学光电子,面板,2.6,,,4.45,,359.05,22.28,34.32,8.25,11.51
847,36,000536.SZ,华映科技,2011-10-10,电子,光学光电子,面板,4.71,,,22.78,,130.28,14.94,15.5,-21.03,-16.59
848,37,300545.SZ,联得装备,2016-10-13,电子,光学光电子,面板,31.51,24.05,40.42,2.74,0.62,58.44,-50.47,-34.78,-6.97,-5.34
849,1,300632.SZ,光莆股份,2017-04-13,电子,光学光电子,LED,13.65,79.81,168.64,2.33,0.68,41.66,-38.35,-55.75,-3.32,-4.73
850,2,300162.SZ,雷曼光电,2011-10-10,电子,光学光电子,LED,8.54,,,4.01,,35.83,120.46,-35.89,-8.41,-14.23
851,3,300219.SZ,鸿利智汇,2011-10-10,电子,光学光电子,LED,7.6,66.14,81.54,2.09,1.51,53.8,-16.82,-80.44,3.56,6.45
852,4,300296.SZ,利亚德,2012-03-22,电子,光学光电子,LED,7.13,,,2.4,1.4,193.36,53.71,34.03,-2.98,-3.33
853,5,300940.SZ,南极光,2021-02-10,电子,光学光电子,LED,26.5,286.04,44.59,4.96,,59.0,7228.28,982.43,158.18,244.67
854,6,688496.SH,清越科技,2024-07-31,电子,光学光电子,LED,6.24,,,2.87,,28.08,11.3,20.89,-13.64,9.49
855,7,002449.SZ,国星光电,2011-10-10,电子,光学光电子,LED,8.48,101.78,329.08,1.37,0.59,52.45,-53.35,-56.31,-7.01,-9.3
856,8,300752.SZ,隆利科技,2018-12-07,电子,光学光电子,LED,18.53,39.8,56.0,3.47,,42.34,-39.91,-11.57,16.01,14.46
857,9,600703.SH,三安光电,2011-10-10,电子,光学光电子,LED,16.42,323.99,868.91,2.32,0.11,819.2,-64.15,-4.24,16.55,17.03
858,10,002137.SZ,实益达,2022-08-01,电子,光学光电子,LED,9.6,,,3.67,,55.44,12.37,-36.55,7.26,-2.38
859,11,300269.SZ,联建光电,2022-08-01,电子,光学光电子,LED,9.26,801.99,161.6,47.31,,50.85,364.65,78.85,-18.73,-18.91
860,12,300582.SZ,英飞特,2017-01-05,电子,光学光电子,LED,18.23,599.91,,4.11,0.21,54.42,-269.15,-221.3,-13.69,-16.78
861,13,002745.SZ,木林森,2015-03-03,电子,光学光电子,LED,9.39,37.28,63.33,1.05,0.53,139.36,-42.36,-41.45,-0.1,-3.21
862,14,300303.SZ,聚飞光电,2012-03-26,电子,光学光电子,LED,7.06,29.45,31.05,2.67,1.83,100.03,-7.66,-15.93,17.07,18.9
863,15,300808.SZ,久量股份,2019-12-06,电子,光学光电子,LED,31.61,,,5.22,,50.58,-203.37,-732.15,-28.82,-29.49
864,16,300301.SZ,ST长方,2012-03-28,电子,光学光电子,LED,2.47,,,12.46,,20.5,-131.61,-178.89,-17.58,-21.14
865,17,603703.SH,盛洋科技,2021-12-13,电子,光学光电子,LED,14.65,,,7.35,,60.79,6.16,-1.74,13.39,16.62
866,18,002983.SZ,芯瑞达,2020-05-08,电子,光学光电子,LED,26.18,49.44,42.51,4.37,1.53,58.56,25.75,24.28,-4.11,1.9
867,19,300389.SZ,艾比森,2014-08-08,电子,光学光电子,LED,17.93,56.62,35.9,4.21,1.95,66.18,57.33,30.84,5.66,1.15
868,20,300232.SZ,洲明科技,2011-10-10,电子,光学光电子,LED,7.65,83.28,84.59,1.79,3.13,83.19,-1.21,20.61,3.74,7.38
869,21,603679.SH,华体科技,2017-06-28,电子,光学光电子,LED,15.7,,,3.34,,26.27,-81.78,-60.64,29.67,-0.44
870,22,300102.SZ,乾照光电,2011-10-10,电子,光学光电子,LED,41.89,401.24,285.12,9.1,0.11,385.53,80.17,88.04,46.36,37.08
