序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
41,001389,广合科技,84.33,10.01,7.67,204257.0,1686645452.58,11.52,84.33,75.5,76.32,76.66,1.71,13.6,36.47,10.57,35860067550.0,12669956771.0,0.0,0.0,48.73,69.27
42,603626,科森科技,17.7,10.01,1.61,1372741.0,2408906254.0,5.03,17.7,16.89,17.14,16.09,1.33,24.74,-46.67,4.58,9821370513.0,9821370513.0,0.0,0.0,112.74,126.92
43,001234,泰慕士,36.5,10.01,3.32,17443.0,63665125.0,0.0,36.5,36.5,36.5,33.18,0.47,1.91,67.2,4.41,3993600050.0,3340498250.0,0.0,0.0,75.9,121.62
44,002949,华阳国际,15.94,10.01,1.45,133738.0,209045463.0,10.01,15.94,14.49,14.55,14.49,3.85,8.81,44.65,2.22,3124921323.0,2420985818.0,0.0,0.0,22.33,-8.76
45,002674,兴业科技,15.61,10.01,1.42,29335.0,45792512.57,0.0,15.61,15.61,15.61,14.19,0.22,1.0,73.81,1.92,4613550236.0,4566918608.0,0.0,0.0,61.43,67.13
46,603016,新宏泰,29.78,10.01,2.71,107411.0,309567699.0,9.97,29.78,27.08,27.08,27.07,4.35,7.25,64.37,5.44,4412204800.0,4412204800.0,0.0,0.0,0.78,-19.14
47,600706,曲江文旅,11.87,10.01,1.08,547255.0,629718516.0,10.75,11.87,10.71,10.79,10.79,3.59,21.54,-109.06,4.69,3027559648.0,3015338296.0,0.0,0.0,12.62,23.65
48,002402,和而泰,43.95,10.01,4.0,1342963.0,5819163458.4,10.91,43.95,39.59,39.6,39.95,1.65,16.67,57.46,8.1,40645236226.0,35416308621.0,0.0,0.0,107.21,144.03
49,603757,大元泵业,54.77,10.0,4.98,290889.0,1577777040.0,12.63,54.77,48.48,49.0,49.79,1.34,15.59,50.66,4.84,10217193375.0,10217193375.0,0.0,0.0,149.07,175.92
50,000981,山子高科,4.07,10.0,0.37,16884830.0,6807331951.64,5.41,4.07,3.87,4.0,3.7,1.05,17.75,93.09,32.81,40689706514.0,38719359299.0,0.0,0.0,86.7,103.5
51,601869,长飞光纤,109.65,10.0,9.97,262450.0,2703307580.0,13.69,109.65,96.0,99.68,99.68,1.1,6.46,140.5,7.35,83104295092.0,44554996130.0,0.0,0.0,183.85,270.19
52,603186,华正新材,43.44,10.0,3.95,190476.0,804346606.0,10.71,43.44,39.21,39.55,39.49,2.48,13.41,72.29,4.26,6169002453.0,6169002453.0,0.0,0.0,48.92,80.32
53,002768,国恩股份,52.47,10.0,4.77,70996.0,356624856.02,10.92,52.47,47.26,47.6,47.7,1.69,4.02,20.58,2.72,14232487500.0,9273974119.0,0.0,0.0,101.34,130.13
54,605255,天普股份,83.6,10.0,7.6,6170.0,51581200.0,0.0,83.6,83.6,83.6,76.0,1.16,0.46,496.06,13.87,11209088000.0,11209088000.0,0.0,0.0,333.83,572.03
55,600487,亨通光电,22.22,10.0,2.02,1893197.0,4151055443.0,9.36,22.22,20.33,20.34,20.2,1.97,7.74,16.99,1.83,54810844079.0,54331924598.0,0.0,0.0,47.35,30.78
56,600143,金发科技,24.08,10.0,2.19,5758617.0,13494979673.0,10.37,24.08,21.81,22.64,21.89,2.04,22.17,54.23,3.49,63489633744.0,62541191629.0,0.0,0.0,134.24,181.97
57,605288,凯迪股份,122.98,10.0,11.18,40593.0,486411353.0,10.0,122.98,111.8,111.8,111.8,1.53,5.78,139.5,3.89,8691367016.0,8633062198.0,0.0,0.0,134.07,266.01
58,603297,永新光学,119.02,10.0,10.82,65460.0,776219187.0,3.61,119.02,115.11,119.02,108.2,3.66,5.91,60.96,6.76,13203686034.0,13178977482.0,0.0,0.0,40.77,28.02
59,600699,均胜电子,36.88,9.99,3.35,131948.0,486625367.0,0.0,36.88,36.88,36.88,33.53,0.15,0.97,36.37,3.68,51472330363.0,49974378391.0,0.0,0.0,114.42,139.33
60,002272,川润股份,18.5,9.99,1.68,1569968.0,2845058405.03,10.34,18.5,16.76,16.82,16.82,2.44,40.62,-190.28,6.02,8970230050.0,7150117688.0,0.0,0.0,66.97,87.82
61,603686,福龙马,21.02,9.99,1.91,950791.0,1946564225.0,9.47,21.02,19.21,19.3,19.11,2.01,22.89,46.58,2.59,8732347092.0,8732347092.0,0.0,0.0,34.48,105.27
62,600651,飞乐音响,9.8,9.99,0.89,1517118.0,1467086487.0,8.53,9.8,9.04,9.31,8.91,1.64,6.05,534.21,9.91,24568874547.0,24568874547.0,0.0,0.0,125.29,136.71
63,002975,博杰股份,69.78,9.99,6.34,215829.0,1476851505.73,8.32,69.78,64.5,66.31,63.44,1.61,20.39,276.99,5.06,11185914940.0,7386839624.0,0.0,0.0,112.68,130.07
64,002067,景兴纸业,7.16,9.98,0.65,294242.0,210677486.8,0.0,7.16,7.16,7.16,6.51,0.15,2.44,87.48,1.55,9628499464.0,8645789464.0,0.0,0.0,86.46,80.81
65,603030,全筑股份,3.31,9.97,0.3,2745460.0,897011369.0,10.96,3.31,2.98,2.99,3.01,2.4,20.85,-31.36,4.91,4359049951.0,4359049951.0,0.0,0.0,19.93,31.87
66,603269,海鸥股份,13.46,9.97,1.22,660566.0,874453790.0,9.23,13.46,12.33,12.65,12.24,6.49,21.39,59.57,4.0,4155798797.0,4155798797.0,0.0,0.0,49.89,80.67
67,002905,金逸影视,15.44,9.97,1.4,658587.0,980486406.56,12.96,15.44,13.62,13.68,14.04,1.19,18.85,89.73,53.61,5810380800.0,5395353600.0,0.0,0.72,70.23,95.94
68,002641,公元股份,4.64,9.95,0.42,406873.0,187253836.92,10.43,4.64,4.2,4.23,4.22,2.67,3.59,63.2,1.05,5702995561.0,5261735190.0,0.0,0.0,14.29,6.67
69,600869,远东股份,8.18,9.95,0.74,1825398.0,1483766217.0,7.26,8.18,7.64,7.64,7.44,2.1,8.22,63.25,4.13,18154305462.0,18154305462.0,0.0,0.0,65.25,72.21
70,600376,首开股份,8.07,9.95,0.73,2552360.0,2025946415.0,7.77,8.07,7.5,7.75,7.34,0.71,9.89,-5.66,2.65,20817091503.0,20817091503.0,0.0,0.0,234.85,206.84
71,600170,上海建工,3.88,9.92,0.35,22948551.0,8644185365.0,9.92,3.88,3.53,3.54,3.53,3.53,25.83,24.28,1.1,34477446207.0,34477446207.0,0.0,0.0,66.52,49.81
72,600162,香江控股,2.88,9.92,0.26,982034.0,277053214.0,6.11,2.88,2.72,2.73,2.62,0.67,3.0,-237.15,1.61,9413101791.0,9413101791.0,0.0,0.0,77.78,50.79
73,600580,卧龙电驱,56.67,9.61,4.97,3168407.0,17167328009.0,12.88,56.87,50.21,51.99,51.7,1.27,20.28,82.39,8.46,88525199348.0,88525199348.0,0.0,-0.35,192.41,298.8
74,600745,闻泰科技,49.32,9.6,4.32,1200804.0,5808173193.0,10.67,49.5,44.7,44.89,45.0,3.14,9.65,64.79,1.85,61382644664.0,61382644664.0,0.0,-0.26,48.87,27.18
75,301345,涛涛车业,242.51,9.44,20.91,30863.0,749359272.04,17.12,257.99,220.06,221.82,221.6,1.78,10.62,38.64,8.39,26445490208.0,7046842484.0,-0.53,-0.2,130.3,278.27
76,300731,科创新源,49.72,9.39,4.27,228805.0,1121769832.63,15.62,52.0,44.9,45.2,45.45,2.34,19.04,178.54,10.31,6286189295.0,5975309277.0,0.2,-0.3,69.4,130.93
77,688535,华海诚科,104.0,9.35,8.89,99197.0,1027562674.0,18.76,113.0,95.16,95.16,95.11,2.94,18.91,304.64,8.26,8392431112.0,5455376992.0,0.01,0.19,26.47,40.26
78,300358,楚天科技,9.02,9.33,0.77,754962.0,691422418.57,17.33,9.78,8.35,8.35,8.25,8.79,13.1,-216.36,1.25,5324548719.0,5197923406.0,0.11,0.45,18.37,31.49
79,605305,中际联合,41.79,9.2,3.52,271791.0,1122201960.0,10.43,42.1,38.11,38.35,38.27,3.95,12.79,16.94,3.32,8881210800.0,8881210800.0,-0.55,-0.71,52.13,49.89
80,300115,长盈精密,34.5,9.04,2.86,3139096.0,10414330646.74,12.04,35.39,31.58,32.0,31.64,2.12,23.14,76.67,5.77,46931253624.0,46795945590.0,0.32,0.41,65.95,114.15
81,832000,XD安徽凤,26.8,8.94,2.2,146974.0,380716095.48,21.79,29.4,24.04,24.72,24.6,1.75,30.43,37.57,3.92,2457024000.0,1294608840.0,-0.37,0.0,23.9,50.65
82,603786,科博达,83.3,8.86,6.78,209184.0,1738141450.0,6.76,84.17,79.0,84.17,76.52,3.59,5.18,37.31,6.15,33641263110.0,33641263110.0,-0.81,-0.69,60.44,36.22
83,834407,驰诚股份,24.25,8.84,1.97,107460.0,270659310.68,24.01,28.06,22.71,22.71,22.28,1.27,30.91,89.69,7.78,2070562000.0,842951704.0,-2.14,-2.02,33.1,81.11
84,002050,三花智控,45.55,8.71,3.65,4864579.0,21610523782.2,8.02,46.09,42.73,43.01,41.9,1.97,13.2,45.43,6.6,191716576339.0,167820936928.0,-0.11,0.22,74.39,95.83
85,603667,五洲新春,51.8,8.53,4.07,825837.0,4179356346.0,9.87,52.5,47.79,48.51,47.73,1.76,22.55,125.97,6.41,18969303486.0,18969303486.0,-0.06,1.01,55.51,110.31
86,601512,中新集团,10.33,8.51,0.81,378051.0,393130704.0,5.78,10.47,9.92,10.47,9.52,2.48,2.52,13.09,1.04,15483533700.0,15483533700.0,-0.39,0.1,44.07,36.82
87,300606,金太阳,23.8,8.48,1.86,253578.0,601719723.8,14.22,25.07,21.95,22.06,21.94,3.62,21.55,111.91,4.92,3292678259.0,2800652767.0,-0.38,0.17,23.51,24.8
88,301155,海力风电,90.25,8.32,6.93,95647.0,844344667.65,10.23,90.8,82.28,83.01,83.32,2.94,7.75,47.82,3.5,19619580890.0,11132264939.0,0.02,0.01,29.82,69.58
89,301018,申菱环境,79.19,8.23,6.02,247107.0,1920411779.75,11.94,81.9,73.16,73.5,73.17,1.34,12.42,70.04,7.96,21068702543.0,15758763595.0,0.09,0.01,117.97,106.33
90,603031,安孚科技,41.28,8.15,3.11,149425.0,606845765.0,10.98,41.99,37.8,38.05,38.17,1.85,7.08,48.84,3.65,10407672487.0,8715033600.0,0.07,-0.89,43.33,45.56
91,688027,国盾量子,347.65,7.97,25.65,81581.0,2875397134.0,15.57,378.0,327.85,332.2,322.0,2.31,10.15,-751.57,11.12,35759626998.0,27942149731.0,0.0,0.02,25.56,16.52
92,603119,浙江荣泰,115.48,7.81,8.37,313692.0,3617147979.0,6.49,117.82,110.87,110.88,107.11,1.21,15.39,170.19,22.33,42004943482.0,23544002697.0,0.1,0.42,156.34,420.18
93,688698,伟创电气,77.8,7.76,5.6,170573.0,1321934274.0,9.85,81.61,74.5,75.0,72.2,1.69,7.98,59.02,7.32,16633233417.0,16633233417.0,0.0,0.31,67.13,77.91
94,600167,联美控股,7.17,7.66,0.51,516001.0,369221081.0,10.96,7.33,6.6,6.66,6.66,5.8,2.28,15.46,1.49,16224566120.0,16224566120.0,0.0,-0.28,26.9,29.66
95,688031,星环科技-U,62.76,7.65,4.46,118336.0,744814344.0,18.75,68.77,57.84,58.11,58.3,1.58,12.59,-26.59,7.88,7602088424.0,5897315197.0,0.14,-0.6,35.55,36.05
96,688630,芯碁微装,156.0,7.59,11.0,132509.0,2034562731.0,14.94,165.0,143.34,144.86,145.0,1.47,10.06,72.35,9.53,20551551696.0,20551551696.0,-0.02,-0.08,99.74,172.01
97,601777,千里科技,12.77,7.49,0.89,1353141.0,1726247630.0,9.93,13.07,11.89,11.89,11.88,2.74,2.99,926.1,5.47,57734447907.0,57734447907.0,0.0,0.0,49.18,66.93
98,002158,汉钟精机,28.74,7.48,2.0,548993.0,1598475354.48,7.89,29.41,27.3,27.3,26.74,1.37,10.29,29.86,3.58,15367971755.0,15335294662.0,0.0,-0.31,66.9,60.2
99,300969,恒帅股份,118.5,7.46,8.23,77644.0,923647815.21,15.56,127.5,110.34,110.34,110.27,2.12,25.57,78.39,9.92,13272000000.0,3597694247.0,0.42,0.59,79.82,104.13
100,688401,路维光电,48.15,7.45,3.34,151745.0,726437684.0,12.39,50.37,44.82,45.01,44.81,3.07,7.85,43.73,6.45,9309018618.0,9309018618.0,-0.21,-0.21,46.98,84.55
101,688201,信安世纪,15.5,7.42,1.07,400479.0,632912063.0,15.87,16.66,14.37,14.43,14.43,2.73,13.24,237.08,3.79,4915884148.0,4689226672.0,-0.51,-0.32,17.51,75.54
102,301210,金杨股份,52.3,7.41,3.61,137123.0,712421983.44,16.1,56.08,48.24,48.84,48.69,2.84,31.55,155.59,3.28,5994329668.0,2273162911.0,0.02,-0.32,23.99,137.73
103,688361,中科飞测,101.85,7.39,7.01,134596.0,1361060337.0,10.18,104.55,94.9,94.99,94.84,2.27,5.42,-892.27,12.98,32754125747.0,25288444054.0,0.05,-0.05,24.0,16.33
104,603166,福达股份,19.35,7.32,1.32,691937.0,1323161708.0,8.49,19.83,18.3,18.3,18.03,2.8,10.83,42.77,5.04,12504137397.0,12364817397.0,0.05,0.47,24.28,169.87
105,603893,瑞芯微,223.51,7.29,15.19,295980.0,6633781128.0,8.92,229.15,210.57,210.57,208.32,2.0,7.04,88.52,23.76,94037038211.0,94010664031.0,-0.01,-0.44,48.45,104.75
106,301421,波长光电,94.5,7.24,6.38,236760.0,2298111249.05,15.65,104.8,91.01,92.99,88.12,4.26,51.13,384.11,9.22,10935351000.0,4376151833.0,-0.35,-0.4,24.46,76.4
107,301629,矽电股份,174.35,7.23,11.75,38021.0,664453738.12,11.89,181.44,162.1,162.6,162.6,3.06,36.45,170.33,6.26,7275150222.0,1818770208.0,0.0,-0.64,15.11,239.73
108,002065,东华软件,10.58,7.19,0.71,3940330.0,4169844369.97,10.33,10.86,9.84,9.87,9.87,3.26,13.55,69.56,2.77,33914003528.0,30765811046.0,-0.09,-0.75,13.89,46.74
109,688237,超卓航科,54.98,7.13,3.66,52135.0,285917832.0,15.0,60.0,52.3,52.3,51.32,2.32,5.82,563.4,4.1,4926389984.0,4926389984.0,0.05,0.07,89.52,147.32
110,300765,新诺威,51.8,7.07,3.42,136828.0,699860889.85,8.19,52.47,48.51,48.86,48.38,1.3,1.1,-13247.29,19.63,72757914499.0,64598352081.0,0.47,0.39,-2.43,94.96
111,600749,西藏旅游,23.96,7.06,1.58,436522.0,1012271007.0,11.93,24.56,21.89,22.0,22.38,2.02,19.23,1298.97,5.2,5438093787.0,5438093787.0,0.0,0.34,100.5,123.51
112,002826,易明医药,20.78,7.06,1.37,189036.0,385856676.95,9.94,21.2,19.27,19.42,19.41,3.26,10.84,52.75,5.19,3962283645.0,3622502363.0,0.0,-0.19,0.73,102.53
113,300499,高澜股份,34.51,6.97,2.25,933925.0,3115417714.29,13.86,35.85,31.38,31.99,32.26,1.58,34.41,229.69,7.66,10534127944.0,9366139478.0,0.06,0.64,98.22,71.18
114,600522,中天科技,16.89,6.97,1.1,3730626.0,6337847508.0,10.83,17.37,15.66,15.71,15.79,3.74,10.93,18.38,1.62,57644719622.0,57644719622.0,0.0,-0.12,22.93,20.47
115,835640,富士达,30.96,6.91,2.0,167778.0,511862904.94,10.15,31.9,28.96,29.2,28.96,2.38,9.29,78.17,6.48,5812058880.0,5591445196.0,0.0,0.23,6.91,13.99
116,301257,普蕊斯,53.8,6.89,3.47,73657.0,388022828.29,11.29,54.98,49.3,49.69,50.33,1.45,9.78,39.24,3.49,4250456626.0,4052157304.0,0.07,0.19,80.78,100.3
117,605389,长龄液压,57.02,6.84,3.65,76695.0,428441148.0,7.33,57.28,53.37,53.37,53.37,2.29,5.63,62.49,3.87,8215844731.0,7769930655.0,0.0,-0.24,46.09,120.07
118,600103,青山纸业,4.85,6.83,0.31,7151417.0,3336934040.0,14.1,4.94,4.3,4.31,4.54,1.31,32.33,96.9,2.74,10868009723.0,10729795878.0,0.62,1.68,120.45,90.2
119,600410,华胜天成,23.8,6.82,1.52,4819028.0,11192997160.0,12.61,24.51,21.7,21.7,22.28,1.5,43.95,93.35,5.75,26096573455.0,26096573455.0,-0.08,-1.69,150.26,229.18
120,002745,木林森,9.88,6.81,0.63,1419964.0,1408069738.44,10.92,10.18,9.17,9.22,9.25,4.0,13.34,47.73,1.1,14663564022.0,10518999167.0,0.0,-0.3,27.48,13.96
121,002011,盾安环境,13.8,6.81,0.88,1047072.0,1442067266.12,10.37,14.21,12.87,12.91,12.92,4.09,11.39,13.74,2.42,14703019312.0,12687519100.0,0.07,0.15,19.07,27.66
122,600822,上海物贸,13.19,6.8,0.84,594156.0,791928796.0,9.96,13.59,12.36,12.38,12.35,3.82,15.0,220.21,5.36,6541882736.0,5225190907.0,-0.08,0.08,34.32,29.06
123,002108,沧州明珠,4.28,6.73,0.27,3003057.0,1287847224.52,8.23,4.41,4.08,4.08,4.01,4.42,18.22,43.04,1.41,7127889093.0,7054996662.0,-0.23,-0.23,4.14,22.64
124,002487,大金重工,43.52,6.72,2.74,496805.0,2158227201.4,11.01,44.86,40.37,40.7,40.78,2.36,7.87,25.39,3.57,27754851668.0,27457649976.0,0.05,0.07,40.21,113.23
125,000610,西安旅游,15.0,6.69,0.94,606496.0,890555414.99,11.02,15.4,13.85,13.95,14.06,2.62,25.75,-31.71,19.65,3551218515.0,3532564410.0,0.0,0.0,15.47,9.81
126,600284,浦东建设,9.89,6.69,0.62,823099.0,822252825.0,10.46,10.2,9.23,9.3,9.27,2.3,8.48,21.11,1.22,9595831840.0,9595831840.0,-0.1,-0.9,51.22,60.29
127,688210,统联精密,57.37,6.64,3.57,124575.0,715709464.0,12.3,60.5,53.88,55.0,53.8,1.56,7.77,943.24,7.41,9193043897.0,9193043897.0,0.0,-0.05,152.4,189.6
128,301031,中熔电气,112.38,6.59,6.95,70456.0,785370949.77,12.49,118.17,105.0,105.55,105.43,1.73,10.24,40.18,8.5,11049480302.0,7733730878.0,0.17,0.36,43.42,60.84
129,688072,拓荆科技,213.98,6.56,13.18,156481.0,3308957846.0,14.38,226.9,198.02,198.02,200.8,1.76,5.59,317.41,11.06,59856436670.0,59856436670.0,-0.01,-0.38,41.68,39.49
130,831370,新安洁,5.52,6.56,0.34,461524.0,257626355.97,15.44,5.95,5.15,5.17,5.18,2.15,17.64,-37.97,2.64,1657564053.0,1443824514.0,-0.54,-1.43,15.97,61.88
131,300548,长芯博创,127.78,6.54,7.84,364213.0,4552447546.71,11.06,130.48,117.22,119.01,119.94,1.45,13.55,110.56,20.8,37197777429.0,34349241779.0,0.01,-0.16,103.02,175.8
132,603316,诚邦股份,12.29,6.5,0.75,428898.0,515497104.0,11.18,12.59,11.3,11.48,11.54,1.06,16.23,-155.58,5.09,3247804560.0,3247804560.0,-0.08,0.24,65.41,161.49
133,688143,长盈通,50.64,6.48,3.08,83904.0,426288763.0,14.7,54.0,47.01,47.01,47.56,2.4,8.88,106.44,5.15,6197040933.0,4786623249.0,0.08,0.58,39.77,130.5
134,603683,晶华新材,32.98,6.39,1.98,219567.0,709057623.0,7.1,33.23,31.03,31.03,31.0,1.75,8.48,126.76,6.08,9551095760.0,8534936711.0,0.12,0.21,134.57,268.49
135,002148,北纬科技,12.15,6.39,0.73,1790837.0,2147450426.13,8.32,12.45,11.5,11.8,11.42,4.09,39.86,-1084.77,5.58,6791696060.0,5459208974.0,0.0,0.5,70.41,84.37
