日期,样本代码,样本简称,所属行业,总市值(亿元),权重（%）
2026-01-30,301183,东田微,信息技术,132.13,0.01
2026-01-30,301306,西测测试,工业,88.96,0.01
2026-01-30,688041,海光信息,信息技术,6146.48,0.45
2026-01-30,688371,菲沃泰,信息技术,67.93,0.0
2026-01-30,301333,诺思格,医药卫生,72.24,0.01
2026-01-30,301336,趣睡科技,可选消费,24.22,0.0
2026-01-30,688416,恒烁股份,信息技术,93.23,0.01
2026-01-30,301339,通行宝,信息技术,85.25,0.0
2026-01-30,301276,嘉曼服饰,可选消费,36.44,0.0
2026-01-30,301205,联特科技,电信业务,289.33,0.02
2026-01-30,301319,唯特偶,原材料,60.23,0.0
2026-01-30,688137,近岸蛋白,医药卫生,31.12,0.0
2026-01-30,688275,万润新能,工业,97.06,0.01
2026-01-30,1333,光华股份,原材料,33.95,0.0
2026-01-30,601022,宁波远洋,工业,130.47,0.0
2026-01-30,2028,思源电气,工业,1445.52,0.19
2026-01-30,2057,中钢天源,原材料,81.8,0.01
2026-01-30,9,中国宝安,工业,247.86,0.03
2026-01-30,26,飞亚达,可选消费,57.92,0.01
2026-01-30,42,中洲控股,房地产,55.65,0.0
2026-01-30,2130,沃尔核材,信息技术,340.05,0.05
2026-01-30,2134,天津普林,信息技术,57.2,0.01
2026-01-30,300857,协创数据,信息技术,789.02,0.09
2026-01-30,300858,科拓生物,主要消费,50.93,0.01
2026-01-30,300963,中洲特材,原材料,90.86,0.01
2026-01-30,300966,共同药业,医药卫生,24.22,0.0
2026-01-30,301207,华兰疫苗,医药卫生,131.87,0.01
2026-01-30,603215,比依股份,可选消费,38.38,0.0
2026-01-30,301209,联合化学,原材料,111.66,0.01
2026-01-30,688370,丛麟科技,工业,40.89,0.0
2026-01-30,688486,龙迅股份,信息技术,102.13,0.01
2026-01-30,920273,一致魔芋,主要消费,0.0,0.0
2026-01-30,301510,固高科技,工业,154.12,0.02
2026-01-30,688548,广钢气体,原材料,265.59,0.03
2026-01-30,603075,热威股份,可选消费,95.39,0.0
2026-01-30,301413,安培龙,信息技术,154.87,0.02
2026-01-30,920284,灵鸽科技,工业,0.0,0.0
2026-01-30,603373,安邦护卫,工业,42.53,0.0
2026-01-30,301526,国际复材,原材料,329.57,0.02
2026-01-30,301552,科力装备,可选消费,37.51,0.0
2026-01-30,301598,博科测试,工业,39.45,0.0
2026-01-30,603344,星德胜,工业,60.99,0.0
2026-01-30,301587,中瑞股份,工业,35.48,0.0
2026-01-30,300784,利安科技,信息技术,35.78,0.0
2026-01-30,688692,达梦数据,信息技术,320.08,0.03
2026-01-30,603391,力聚热能,工业,63.44,0.0
2026-01-30,603310,巍华新材,原材料,61.06,0.0
2026-01-30,688710,益诺思,医药卫生,82.61,0.01
2026-01-30,688615,合合信息,信息技术,390.6,0.04
2026-01-30,301628,强达电路,信息技术,71.58,0.01
2026-01-30,920060,万源通,信息技术,0.0,0.0
2026-01-30,688750,金天钛业,原材料,93.61,0.01
2026-01-30,301585,蓝宇股份,原材料,35.36,0.0
2026-01-30,300969,恒帅股份,可选消费,154.09,0.01
2026-01-30,300970,华绿生物,主要消费,28.6,0.0
2026-01-30,605378,野马电池,工业,56.19,0.0
2026-01-30,605339,南侨食品,主要消费,77.9,0.0
2026-01-30,688697,纽威数控,工业,70.7,0.01
2026-01-30,605598,上海港湾,工业,141.42,0.01
2026-01-30,301076,新瀚新材,原材料,77.18,0.01
2026-01-30,688349,三一重能,工业,318.99,0.01
2026-01-30,1226,拓山重工,工业,38.7,0.0
2026-01-30,301289,国缆检测,工业,46.01,0.0
2026-01-30,603255,鼎际得,原材料,44.25,0.0
2026-01-30,920395,朗鸿科技,信息技术,0.0,0.0
2026-01-30,301331,恩威医药,医药卫生,29.3,0.0
2026-01-30,920942,恒立钻具,工业,0.0,0.0
2026-01-30,920062,科润智控,工业,0.0,0.0
2026-01-30,920198,微创光电,信息技术,0.0,0.0
2026-01-30,920418,苏轴股份,工业,0.0,0.0
2026-01-30,920489,佳先股份,原材料,0.0,0.0
2026-01-30,920799,艾融软件,信息技术,0.0,0.01
2026-01-30,920946,森萱医药,医药卫生,0.0,0.0
2026-01-30,920964,润农节水,工业,0.0,0.0
2026-01-30,920010,凯添燃气,公用事业,0.0,0.0
2026-01-30,920370,新安洁,工业,0.0,0.0
2026-01-30,920961,创远信科,信息技术,0.0,0.0
2026-01-30,920278,鹿得医疗,医药卫生,0.0,0.0
2026-01-30,920266,生物谷,医药卫生,0.0,0.0
2026-01-30,920819,颖泰生物,原材料,0.0,0.0
2026-01-30,920021,流金科技,可选消费,0.0,0.01
2026-01-30,920415,恒拓开源,信息技术,0.0,0.0
2026-01-30,920682,球冠电缆,工业,0.0,0.0
2026-01-30,920263,中航泰达,工业,0.0,0.0
2026-01-30,920433,大唐药业,医药卫生,0.0,0.0
2026-01-30,920242,建邦科技,可选消费,0.0,0.0
2026-01-30,920729,永顺生物,医药卫生,0.0,0.0
2026-01-30,920839,万通液压,工业,0.0,0.0
2026-01-30,920047,诺思兰德,医药卫生,0.0,0.01
2026-01-30,688185,康希诺,医药卫生,78.51,0.01
2026-01-30,688336,三生国健,医药卫生,372.21,0.01
2026-01-30,688561,奇安信,信息技术,253.66,0.02
2026-01-30,688508,芯朋微,信息技术,96.62,0.01
2026-01-30,688589,力合微,信息技术,37.18,0.01
2026-01-30,688069,德林海,工业,27.03,0.0
2026-01-30,688117,圣诺生物,医药卫生,61.35,0.01
2026-01-30,300996,普联软件,信息技术,48.89,0.01
2026-01-30,688319,欧林生物,医药卫生,97.74,0.01
2026-01-30,688131,皓元医药,医药卫生,158.65,0.02
2026-01-30,688766,普冉股份,信息技术,453.03,0.05
2026-01-30,1212,中旗新材,工业,102.65,0.01
2026-01-30,301130,西点药业,医药卫生,24.1,0.0
2026-01-30,688337,普源精电,信息技术,72.72,0.0
2026-01-30,301109,军信股份,工业,123.42,0.01
2026-01-30,301279,金道科技,工业,41.24,0.0
2026-01-30,603201,常润股份,可选消费,33.17,0.0
2026-01-30,688130,晶华微,信息技术,29.41,0.0
2026-01-30,301353,普莱得,工业,28.62,0.0
2026-01-30,301371,敷尔佳,主要消费,127.22,0.0
2026-01-30,603119,浙江荣泰,可选消费,384.37,0.04
2026-01-30,301500,飞南资源,工业,116.21,0.01
2026-01-30,688311,盟升电子,工业,73.62,0.01
2026-01-30,688586,江航装备,工业,109.52,0.01
2026-01-30,688556,高测股份,工业,118.22,0.02
2026-01-30,300882,万胜智能,信息技术,63.91,0.0
2026-01-30,300883,龙利得,原材料,23.39,0.0
2026-01-30,300885,海昌新材,工业,63.8,0.0
2026-01-30,688551,科威尔,工业,33.21,0.0
2026-01-30,688127,蓝特光学,信息技术,186.51,0.02
2026-01-30,688536,思瑞浦,信息技术,279.82,0.03
2026-01-30,605116,奥锐特,医药卫生,116.53,0.01
2026-01-30,3006,百亚股份,主要消费,89.02,0.01
2026-01-30,300897,山科智能,信息技术,37.09,0.0
2026-01-30,300997,欢乐家,主要消费,103.33,0.0
2026-01-30,300998,宁波方正,可选消费,31.48,0.0
2026-01-30,301029,怡合达,工业,171.81,0.02
2026-01-30,301108,洁雅股份,主要消费,38.0,0.0
2026-01-30,688234,天岳先进,信息技术,374.79,0.03
2026-01-30,301236,软通动力,信息技术,457.89,0.05
2026-01-30,688297,中无人机,工业,327.78,0.02
2026-01-30,301112,信邦智能,工业,42.62,0.0
2026-01-30,688084,晶品特装,工业,64.67,0.01
2026-01-30,301419,阿莱德,电信业务,40.91,0.0
2026-01-30,688515,裕太微,信息技术,97.7,0.01
2026-01-30,1314,亿道信息,信息技术,67.48,0.0
2026-01-30,920030,德众汽车,可选消费,0.0,0.0
2026-01-30,920670,数字人,信息技术,0.0,0.0
2026-01-30,920000,安徽凤凰,可选消费,0.0,0.0
2026-01-30,920510,丰光精密,工业,0.0,0.0
2026-01-30,920675,秉扬科技,原材料,0.0,0.0
2026-01-30,920344,三元基因,医药卫生,0.0,0.0
2026-01-30,920509,同惠电子,信息技术,0.0,0.0
2026-01-30,920826,盖世食品,主要消费,0.0,0.0
2026-01-30,920275,驱动力,主要消费,0.0,0.0
2026-01-30,920427,华维设计,工业,0.0,0.0
2026-01-30,920239,长虹能源,信息技术,0.0,0.0
2026-01-30,920735,德源药业,医药卫生,0.0,0.0
2026-01-30,920599,同力股份,工业,0.0,0.01
2026-01-30,920832,齐鲁华信,原材料,0.0,0.0
2026-01-30,920225,利通科技,原材料,0.0,0.0
2026-01-30,920726,朱老六,主要消费,0.0,0.0
2026-01-30,920523,德瑞锂电,信息技术,0.0,0.0
2026-01-30,920212,智新电子,信息技术,0.0,0.0
2026-01-30,920765,美之高,可选消费,0.0,0.0
2026-01-30,920885,星辰科技,工业,0.0,0.0
2026-01-30,920146,华阳变速,可选消费,0.0,0.0
2026-01-30,920553,凯腾精工,工业,0.0,0.0
2026-01-30,920090,同辉信息,信息技术,0.0,0.0
2026-01-30,920566,梓橦宫,医药卫生,0.0,0.0
2026-01-30,920642,通易航天,工业,0.0,0.0
2026-01-30,920039,国义招标,工业,0.0,0.0
2026-01-30,920174,五新隧装,工业,0.0,0.0
2026-01-30,920077,吉林碳谷,原材料,0.0,0.01
2026-01-30,920925,锦好医疗,医药卫生,0.0,0.0
2026-01-30,920892,广咨国际,工业,0.0,0.0
2026-01-30,920924,广脉科技,信息技术,0.0,0.0
2026-01-30,688356,键凯科技,医药卫生,58.56,0.01
2026-01-30,300891,惠云钛业,原材料,39.76,0.0
2026-01-30,300888,稳健医疗,可选消费,206.14,0.01
2026-01-30,300890,翔丰华,原材料,35.6,0.01
2026-01-30,301004,嘉益股份,可选消费,70.85,0.0
2026-01-30,601528,瑞丰银行,金融,106.94,0.02
2026-01-30,688276,百克生物,医药卫生,83.93,0.01
2026-01-30,301061,匠心家居,可选消费,195.6,0.01
2026-01-30,603209,兴通股份,工业,52.39,0.0
2026-01-30,688231,隆达股份,原材料,74.55,0.01
2026-01-30,688375,国博电子,工业,754.67,0.04
2026-01-30,920871,派特尔,原材料,0.0,0.0
2026-01-30,1322,箭牌家居,可选消费,90.62,0.0
2026-01-30,920556,雅达股份,工业,0.0,0.0
2026-01-30,301281,科源制药,医药卫生,34.08,0.0
2026-01-30,920016,中草香料,主要消费,0.0,0.0
2026-01-30,920099,瑞华技术,工业,0.0,0.0
2026-01-30,688056,莱伯泰科,信息技术,24.76,0.0
2026-01-30,688698,伟创电气,工业,202.64,0.02
2026-01-30,600826,兰生股份,工业,94.37,0.01
2026-01-30,605055,迎丰股份,可选消费,39.64,0.0
2026-01-30,605368,蓝天燃气,公用事业,59.53,0.0
2026-01-30,688677,海泰新光,医药卫生,56.8,0.01
2026-01-30,300949,奥雅股份,工业,26.22,0.0
2026-01-30,300951,博硕科技,信息技术,61.48,0.0
2026-01-30,688079,美迪凯,信息技术,50.0,0.0
2026-01-30,1209,洪兴股份,可选消费,26.75,0.0
2026-01-30,601921,浙版传媒,可选消费,184.44,0.01
2026-01-30,688105,诺唯赞,医药卫生,83.37,0.01
2026-01-30,688213,思特威,信息技术,388.43,0.05
2026-01-30,1318,阳光乳业,主要消费,42.51,0.0
2026-01-30,301338,凯格精机,工业,133.32,0.01
2026-01-30,920145,恒合股份,工业,0.0,0.0
2026-01-30,920171,志晟信息,信息技术,0.0,0.0
2026-01-30,920454,同心传动,可选消费,0.0,0.0
2026-01-30,920873,中设咨询,工业,0.0,0.0
2026-01-30,920092,汉鑫科技,信息技术,0.0,0.0
2026-01-30,920436,大地电气,可选消费,0.0,0.0
2026-01-30,920981,晶赛科技,信息技术,0.0,0.0
2026-01-30,920346,威贸电子,信息技术,0.0,0.0
2026-01-30,920857,泓禧科技,信息技术,0.0,0.0
2026-01-30,920179,凯德石英,原材料,0.0,0.0
2026-01-30,920419,路斯股份,主要消费,0.0,0.0
2026-01-30,920169,七丰精工,工业,0.0,0.0
2026-01-30,920580,科创新材,原材料,0.0,0.0
2026-01-30,920970,大禹生物,主要消费,0.0,0.0
2026-01-30,920533,骏创科技,可选消费,0.0,0.0
2026-01-30,920267,鑫汇科,信息技术,0.0,0.0
2026-01-30,920271,邦德股份,可选消费,0.0,0.0
2026-01-30,920491,奥迪威,信息技术,0.0,0.01
2026-01-30,920564,天润科技,信息技术,0.0,0.0
2026-01-30,920943,优机股份,工业,0.0,0.0
2026-01-30,920870,恒进感应,工业,0.0,0.0
2026-01-30,920639,晨光电缆,工业,0.0,0.0
2026-01-30,2480,新筑股份,工业,46.69,0.01
2026-01-30,605108,同庆楼,可选消费,50.78,0.0
2026-01-30,688500,慧辰股份,信息技术,46.5,0.01
2026-01-30,688981,中芯国际,信息技术,2458.86,0.44
2026-01-30,2993,奥海科技,信息技术,135.4,0.01
2026-01-30,605088,冠盛股份,可选消费,74.6,0.01
2026-01-30,688229,博睿数据,信息技术,32.15,0.0
2026-01-30,688335,复洁科技,工业,52.48,0.01
2026-01-30,688055,龙腾光电,信息技术,125.0,0.0
2026-01-30,688557,兰剑智能,工业,41.05,0.0
2026-01-30,301379,天山电子,信息技术,57.43,0.01
2026-01-30,300918,南山智尚,可选消费,84.37,0.01
2026-01-30,300921,南凌科技,电信业务,50.64,0.0
2026-01-30,688059,华锐精密,工业,98.48,0.01
2026-01-30,605005,合兴股份,可选消费,77.83,0.0
2026-01-30,3035,南网能源,工业,235.61,0.01
2026-01-30,300946,恒而达,工业,76.97,0.0
2026-01-30,688687,凯因科技,医药卫生,37.56,0.01
2026-01-30,688265,南模生物,医药卫生,36.45,0.0
2026-01-30,301136,招标股份,工业,48.0,0.0
2026-01-30,301196,唯科科技,原材料,95.2,0.01
2026-01-30,301367,瑞迈特,医药卫生,74.5,0.01
2026-01-30,920792,东和新材,原材料,0.0,0.0
2026-01-30,688352,颀中科技,信息技术,177.88,0.01
2026-01-30,920694,中裕科技,原材料,0.0,0.0
2026-01-30,688478,晶升股份,信息技术,52.22,0.0
2026-01-30,688570,天玛智控,工业,82.18,0.0
2026-01-30,301489,思泉新材,信息技术,131.01,0.01
2026-01-30,301275,汉朔科技,信息技术,252.05,0.0
2026-01-30,301479,弘景光电,信息技术,76.51,0.0
2026-01-30,301535,浙江华远,可选消费,109.51,0.0
2026-01-30,603257,中国瑞林,工业,70.81,0.0
2026-01-30,1400,江顺科技,工业,58.79,0.0
2026-01-30,300859,西域旅游,可选消费,59.61,0.01
2026-01-30,688221,前沿生物,医药卫生,91.4,0.01
2026-01-30,605028,世茂能源,公用事业,42.45,0.0
2026-01-30,300862,蓝盾光电,信息技术,42.44,0.01
2026-01-30,1231,农心科技,原材料,24.96,0.0
2026-01-30,603052,可川科技,信息技术,129.78,0.01
2026-01-30,688073,毕得医药,医药卫生,54.4,0.0
2026-01-30,301316,慧博云通,信息技术,179.58,0.02
2026-01-30,688420,美腾科技,工业,24.04,0.0
2026-01-30,920866,绿亨科技,原材料,0.0,0.0
2026-01-30,920075,柏星龙,原材料,0.0,0.0
2026-01-30,301092,争光股份,原材料,48.89,0.0
2026-01-30,920957,汉维科技,原材料,0.0,0.0
2026-01-30,688776,国光电气,工业,113.11,0.01
2026-01-30,503,国新健康,信息技术,92.44,0.01
2026-01-30,2205,国统股份,原材料,26.13,0.0
2026-01-30,523,红棉股份,主要消费,73.42,0.01
2026-01-30,536,华映科技,信息技术,129.17,0.01
2026-01-30,567,海德股份,金融,113.76,0.01
2026-01-30,2527,新时达,工业,106.62,0.01
2026-01-30,2261,拓维信息,信息技术,399.15,0.06
2026-01-30,2265,建设工业,工业,250.1,0.01
2026-01-30,657,中钨高新,原材料,1105.12,0.08
2026-01-30,2377,国创高新,原材料,29.41,0.0
2026-01-30,2290,禾盛新材,可选消费,150.43,0.02
2026-01-30,2430,杭氧股份,原材料,304.86,0.02
2026-01-30,812,陕西金叶,原材料,34.98,0.01
2026-01-30,2159,三特索道,可选消费,28.94,0.0
2026-01-30,2319,乐通股份,原材料,31.65,0.0
2026-01-30,300119,瑞普生物,主要消费,92.58,0.01
2026-01-30,600645,中源协和,医药卫生,120.73,0.02
2026-01-30,600651,飞乐音响,可选消费,205.07,0.01
2026-01-30,300145,南方泵业,工业,87.98,0.01
2026-01-30,300166,东方国信,信息技术,123.21,0.02
2026-01-30,600628,新世界,医药卫生,51.43,0.01
2026-01-30,2565,顺灏股份,原材料,179.14,0.03
2026-01-30,300201,海伦哲,工业,87.08,0.01
2026-01-30,300709,精研科技,信息技术,76.7,0.01
2026-01-30,300725,药石科技,医药卫生,96.38,0.02
2026-01-30,600720,中交设计,工业,170.03,0.01
2026-01-30,600734,实达集团,信息技术,99.33,0.01
2026-01-30,2600,领益智造,信息技术,1069.85,0.08
2026-01-30,2622,皓宸医疗,医药卫生,25.87,0.0
2026-01-30,300247,融捷健康,可选消费,41.33,0.01
2026-01-30,300756,金马游乐,工业,77.38,0.01
2026-01-30,605178,时空科技,工业,66.41,0.01
2026-01-30,301091,深城交,工业,132.77,0.01
2026-01-30,1317,三羊马,工业,41.38,0.0
2026-01-30,301126,达嘉维康,医药卫生,25.04,0.0
2026-01-30,301111,粤万年青,医药卫生,32.27,0.0
2026-01-30,301199,迈赫股份,工业,45.62,0.0
2026-01-30,301182,凯旺科技,信息技术,36.14,0.0
2026-01-30,301186,超达装备,可选消费,41.2,0.0
2026-01-30,600927,永安期货,金融,230.85,0.01
2026-01-30,301106,骏成科技,信息技术,33.73,0.0
2026-01-30,301228,实朴检测,工业,47.29,0.0
2026-01-30,301235,华康洁净,医药卫生,56.34,0.0
2026-01-30,688171,纬德信息,信息技术,47.09,0.0
2026-01-30,688270,臻镭科技,信息技术,447.35,0.06
2026-01-30,301217,铜冠铜箔,信息技术,262.88,0.01
2026-01-30,301259,艾布鲁,工业,51.25,0.0
2026-01-30,301153,中科江南,信息技术,79.74,0.01
2026-01-30,300014,亿纬锂能,工业,1323.08,0.16
2026-01-30,2812,恩捷股份,工业,500.83,0.05
2026-01-30,2129,TCL中环,工业,380.46,0.05
2026-01-30,300037,新宙邦,工业,380.86,0.05
2026-01-30,509,华塑控股,信息技术,36.7,0.0
2026-01-30,2188,中天服务,房地产,22.18,0.0
2026-01-30,603169,兰石重装,能源,135.98,0.01
2026-01-30,2759,天际股份,工业,189.12,0.03
2026-01-30,2014,永新股份,原材料,77.11,0.01
2026-01-30,600423,柳化股份,原材料,31.79,0.0
2026-01-30,300033,同花顺,信息技术,1875.1,0.13
2026-01-30,300631,久吾高科,工业,37.24,0.01
2026-01-30,2323,雅博股份,工业,35.84,0.01
2026-01-30,300285,国瓷材料,原材料,297.92,0.05
2026-01-30,600989,宝丰能源,原材料,1742.41,0.1
2026-01-30,600063,皖维高新,原材料,145.46,0.02
2026-01-30,300843,胜蓝股份,信息技术,82.44,0.01
2026-01-30,688567,孚能科技,工业,177.69,0.02
2026-01-30,300848,美瑞新材,原材料,77.28,0.0
2026-01-30,300855,图南股份,原材料,147.69,0.01
2026-01-30,605123,派克新材,工业,132.15,0.01
2026-01-30,300908,仲景食品,主要消费,42.24,0.0
2026-01-30,605068,明新旭腾,可选消费,46.44,0.0
2026-01-30,688329,艾隆科技,工业,19.31,0.0
2026-01-30,300960,通业科技,工业,36.11,0.0
2026-01-30,300958,建工修复,工业,21.33,0.0
2026-01-30,603213,镇洋发展,原材料,60.46,0.0
2026-01-30,688248,南网科技,工业,293.42,0.02
2026-01-30,301211,亨迪药业,医药卫生,53.66,0.0
2026-01-30,688259,创耀科技,信息技术,50.01,0.01
2026-01-30,301120,新特电气,工业,69.94,0.01
2026-01-30,688072,拓荆科技,信息技术,995.94,0.11
2026-01-30,688279,峰岹科技,信息技术,190.0,0.02
2026-01-30,301248,杰创智能,信息技术,72.49,0.01
2026-01-30,301125,腾亚精工,工业,29.95,0.0
2026-01-30,301266,宇邦新材,工业,53.72,0.0
2026-01-30,301327,华宝新能,工业,102.36,0.01
2026-01-30,301286,侨源股份,原材料,228.14,0.0
2026-01-30,1238,浙江正特,可选消费,59.7,0.0
2026-01-30,688035,德邦科技,原材料,77.81,0.01
2026-01-30,301299,卓创资讯,信息技术,35.68,0.0
2026-01-30,688244,永信至诚,信息技术,35.48,0.0
2026-01-30,300773,拉卡拉,金融,204.26,0.03
2026-01-30,2645,华宏科技,工业,97.72,0.01
2026-01-30,2660,茂硕电源,信息技术,33.77,0.0
2026-01-30,300256,星星科技,信息技术,90.74,0.01
2026-01-30,300263,隆华科技,工业,103.5,0.01
2026-01-30,2698,博实股份,工业,168.21,0.02
2026-01-30,300302,同有科技,信息技术,108.79,0.01
2026-01-30,300316,晶盛机电,工业,583.0,0.05
2026-01-30,600072,中船科技,工业,172.5,0.02
2026-01-30,600855,航天长峰,工业,92.91,0.01
2026-01-30,600861,北京人力,工业,105.13,0.01
2026-01-30,300328,宜安科技,工业,113.16,0.02
2026-01-30,300331,苏大维格,信息技术,126.2,0.02
2026-01-30,300345,华民股份,工业,39.0,0.0
2026-01-30,2766,索菱股份,可选消费,48.46,0.01
2026-01-30,2769,普路通,工业,44.35,0.01
2026-01-30,300381,溢多利,主要消费,33.54,0.0
2026-01-30,600967,内蒙一机,工业,287.26,0.02
2026-01-30,2825,纳尔股份,可选消费,37.02,0.0
2026-01-30,300410,正业科技,工业,31.24,0.0
2026-01-30,300433,蓝思科技,信息技术,1811.22,0.13
2026-01-30,600195,中牧股份,主要消费,83.43,0.01
2026-01-30,600201,生物股份,主要消费,200.67,0.03
2026-01-30,2843,泰嘉股份,信息技术,45.77,0.0
2026-01-30,2855,捷荣技术,信息技术,39.65,0.0
2026-01-30,300446,航天智造,可选消费,198.25,0.01
2026-01-30,600223,福瑞达,主要消费,76.24,0.01
2026-01-30,601222,林洋能源,公用事业,118.67,0.01
2026-01-30,2885,京泉华,信息技术,69.19,0.01
2026-01-30,2895,川恒股份,原材料,255.22,0.03
2026-01-30,300474,景嘉微,信息技术,388.2,0.05
2026-01-30,300492,华图山鼎,可选消费,152.07,0.01
2026-01-30,300852,四会富仕,信息技术,72.12,0.01
2026-01-30,300850,新强联,工业,185.59,0.02
2026-01-30,605337,李子园,主要消费,56.92,0.0
2026-01-30,301101,明月镜片,主要消费,83.61,0.01
2026-01-30,603071,物产环能,工业,76.66,0.0
2026-01-30,688236,春立医疗,医药卫生,67.78,0.0
2026-01-30,301215,中汽股份,工业,91.75,0.01
2026-01-30,688690,纳微科技,医药卫生,114.12,0.01
2026-01-30,600113,浙江东日,房地产,262.14,0.02
2026-01-30,603330,天洋新材,原材料,32.62,0.0
2026-01-30,2865,钧达股份,工业,231.03,0.03
2026-01-30,1979,招商蛇口,房地产,952.99,0.07
2026-01-30,600237,铜峰电子,信息技术,60.36,0.01
2026-01-30,2709,天赐材料,工业,828.0,0.1
2026-01-30,2463,沪电股份,信息技术,1342.24,0.17
2026-01-30,300650,太龙股份,信息技术,43.79,0.01
2026-01-30,301051,信濠光电,信息技术,41.48,0.0
2026-01-30,600727,鲁北化工,原材料,39.96,0.01
2026-01-30,300414,中光防雷,电信业务,49.07,0.01
2026-01-30,301002,崧盛股份,信息技术,51.11,0.0
2026-01-30,300019,硅宝科技,原材料,87.63,0.01
2026-01-30,938,紫光股份,信息技术,715.59,0.08
2026-01-30,603933,睿能科技,信息技术,47.78,0.0
2026-01-30,534,万泽股份,医药卫生,149.6,0.02
2026-01-30,688009,中国通号,工业,474.16,0.02
2026-01-30,300988,津荣天宇,工业,35.26,0.0
2026-01-30,300218,安利股份,原材料,36.5,0.0
2026-01-30,300327,中颖电子,信息技术,111.9,0.02
2026-01-30,300989,蕾奥规划,工业,34.07,0.0
2026-01-30,301278,快可电子,工业,32.96,0.0
2026-01-30,688120,华海清科,信息技术,667.98,0.08
2026-01-30,688348,昱能科技,工业,84.7,0.01
2026-01-30,301365,矩阵股份,工业,44.33,0.0
2026-01-30,301377,鼎泰高科,工业,740.01,0.02
2026-01-30,920237,力佳科技,信息技术,0.0,0.0
2026-01-30,688489,三未信安,信息技术,48.5,0.0
2026-01-30,920641,格利尔,可选消费,0.0,0.0
2026-01-30,1256,炜冈科技,工业,30.85,0.0
2026-01-30,920879,基康技术,信息技术,0.0,0.0
2026-01-30,603173,福斯达,工业,77.28,0.0
2026-01-30,601059,信达证券,金融,570.44,0.02
2026-01-30,300499,高澜股份,工业,86.69,0.01
2026-01-30,2937,兴瑞科技,可选消费,71.38,0.01
2026-01-30,2943,宇晶股份,工业,155.24,0.02
2026-01-30,300530,领湃科技,工业,49.38,0.0
2026-01-30,600313,农发种业,主要消费,102.55,0.01
2026-01-30,600327,大东方,医药卫生,41.05,0.0
2026-01-30,300551,古鳌科技,信息技术,57.06,0.01
2026-01-30,300582,英飞特,信息技术,52.03,0.01
2026-01-30,300051,琏升科技,工业,36.57,0.01
2026-01-30,300055,万邦达,原材料,65.18,0.01
2026-01-30,300586,美联新材,原材料,73.47,0.01
2026-01-30,300602,飞荣达,信息技术,203.88,0.02
2026-01-30,300619,金银河,工业,83.97,0.01
2026-01-30,600409,三友化工,原材料,169.28,0.02
2026-01-30,600448,华纺股份,可选消费,20.91,0.0
2026-01-30,600501,航天晨光,工业,114.87,0.01
2026-01-30,603108,润达医疗,医药卫生,96.47,0.01
2026-01-30,603421,鼎信通讯,工业,52.5,0.0
2026-01-30,2123,梦网科技,电信业务,94.15,0.02
2026-01-30,300560,中富通,电信业务,34.94,0.0
2026-01-30,600866,星湖科技,主要消费,123.28,0.01
2026-01-30,688138,清溢光电,信息技术,96.2,0.01
2026-01-30,300807,天迈科技,信息技术,36.52,0.0
2026-01-30,688318,财富趋势,信息技术,344.94,0.02
2026-01-30,603538,美诺华,医药卫生,47.04,0.01
2026-01-30,603578,三星新材,可选消费,30.39,0.0
2026-01-30,688312,燕麦科技,工业,56.63,0.01
2026-01-30,603616,韩建河山,原材料,24.38,0.0
2026-01-30,603629,利通电子,信息技术,98.13,0.01
2026-01-30,603638,艾迪精密,工业,184.17,0.01
2026-01-30,603658,安图生物,医药卫生,209.54,0.01
2026-01-30,603661,恒林股份,可选消费,47.84,0.0
2026-01-30,603663,三祥新材,原材料,178.59,0.01
2026-01-30,603667,五洲新春,工业,277.73,0.03
2026-01-30,301001,凯淳股份,可选消费,28.25,0.0
2026-01-30,301000,肇民科技,可选消费,104.97,0.01
2026-01-30,605296,神农集团,主要消费,150.19,0.0
2026-01-30,605189,富春染织,可选消费,29.89,0.0
2026-01-30,688538,和辉光电,信息技术,365.95,0.02
2026-01-30,605577,龙版传媒,可选消费,62.53,0.0
2026-01-30,301049,超越科技,工业,22.35,0.0
2026-01-30,301050,雷电微力,工业,136.54,0.02
2026-01-30,688308,欧科亿,工业,84.55,0.01
2026-01-30,2901,大博医疗,医药卫生,211.69,0.01
2026-01-30,2367,康力电梯,工业,64.38,0.01
2026-01-30,300508,维宏股份,工业,43.84,0.0
2026-01-30,600774,汉商集团,医药卫生,30.51,0.0
2026-01-30,600271,航天信息,信息技术,186.03,0.02
2026-01-30,2598,山东章鼓,工业,30.71,0.0
2026-01-30,600985,淮北矿业,能源,338.27,0.02
2026-01-30,3011,海象新材,工业,24.11,0.0
2026-01-30,688015,交控科技,工业,46.6,0.0
2026-01-30,300105,龙源技术,工业,37.81,0.0
2026-01-30,2935,天奥电子,工业,89.95,0.01
2026-01-30,2760,凤形股份,工业,25.61,0.0
2026-01-30,605376,博迁新材,原材料,243.52,0.03
2026-01-30,603908,牧高笛,可选消费,23.09,0.0
2026-01-30,300339,润和软件,信息技术,398.21,0.07
2026-01-30,2591,恒大高新,工业,23.3,0.0
2026-01-30,2267,陕天然气,公用事业,88.97,0.01
2026-01-30,300065,海兰信,工业,181.39,0.03
2026-01-30,301658,首航新能,工业,123.79,0.0
2026-01-30,1390,古麒绒材,可选消费,48.26,0.0
2026-01-30,603049,中策橡胶,可选消费,479.39,0.01
